flybase_transcript_id	pfam	pfam_start	pfam_end
FBtr0332454	PF01302	125	188
FBtr0332454	PF01302	239	306
FBtr0332454	PF16641	1584	1601
FBtr0332454	PF16641	1631	1647
FBtr0332455	PF01302	33	96
FBtr0332455	PF01302	147	214
FBtr0332473	PF01422	463	480
FBtr0332473	PF01422	516	534
FBtr0332473	PF01422	574	592
FBtr0332473	PF01422	633	655
FBtr0332473	PF01422	722	739
FBtr0332473	PF01422	833	848
FBtr0332473	PF01422	865	884
FBtr0332473	PF01424	998	1057
FBtr0332474	PF01422	470	487
FBtr0332474	PF01422	523	541
FBtr0332474	PF01422	581	599
FBtr0332474	PF01422	640	662
FBtr0332474	PF01422	729	746
FBtr0332474	PF01422	840	855
FBtr0332474	PF01422	872	891
FBtr0332474	PF01424	1005	1064
FBtr0332475	PF01096	274	311
FBtr0332475	PF07500	151	259
FBtr0332475	PF08711	29	78
FBtr0332506	PF06477	80	154
FBtr0332508	NA	NA	NA
FBtr0332509	PF12736	345	627
FBtr0332510	NA	NA	NA
FBtr0332520	PF10204	17	292
FBtr0332521	PF10204	1	148
FBtr0333239	PF16007	15	78
FBtr0333240	PF16007	15	78
FBtr0333486	PF00226	372	439
FBtr0333486	PF07719	201	234
FBtr0333486	PF13181	286	317
FBtr0333486	PF13181	320	350
FBtr0333486	PF13432	24	79
FBtr0333487	PF00226	402	469
FBtr0333487	PF07719	231	264
FBtr0333487	PF13181	316	347
FBtr0333487	PF13181	350	380
FBtr0333487	PF13432	54	109
FBtr0333488	PF00226	358	425
FBtr0333488	PF07719	187	220
FBtr0333488	PF13181	272	303
FBtr0333488	PF13181	306	336
FBtr0333488	PF13432	10	65
FBtr0334853	NA	NA	NA
FBtr0334856	NA	NA	NA
FBtr0334857	NA	NA	NA
FBtr0334858	NA	NA	NA
FBtr0334859	NA	NA	NA
FBtr0334860	NA	NA	NA
FBtr0334861	NA	NA	NA
FBtr0334862	NA	NA	NA
FBtr0334865	PF10186	331	573
FBtr0335138	NA	NA	NA
FBtr0335140	NA	NA	NA
FBtr0335141	PF00034	6	105
FBtr0335142	PF00227	3	183
FBtr0335143	PF03224	19	321
FBtr0335143	PF11698	328	443
FBtr0335144	PF00023	195	217
FBtr0335144	PF00520	424	724
FBtr0335144	PF08344	227	289
FBtr0335467	NA	NA	NA
FBtr0335468	NA	NA	NA
FBtr0335497	PF00041	747	832
FBtr0335497	PF00041	1033	1118
FBtr0335497	PF00041	1133	1228
FBtr0335497	PF00041	1251	1317
FBtr0335499	PF16007	1	66
FBtr0336859	NA	NA	NA
FBtr0336860	NA	NA	NA
FBtr0336862	PF15934	166	396
FBtr0336863	PF15934	166	396
FBtr0336864	NA	NA	NA
FBtr0336949	PF00069	233	529
FBtr0337079	PF00096	144	166
FBtr0337079	PF00096	172	194
FBtr0337079	PF00096	201	222
FBtr0337079	PF00096	285	307
FBtr0337079	PF13912	228	251
FBtr0337080	NA	NA	NA
FBtr0337081	PF12796	228	296
FBtr0337081	PF13637	364	416
FBtr0337082	PF03311	7	135
FBtr0337091	PF10545	86	170
FBtr0339514	PF00069	2	164
FBtr0339796	PF01302	33	96
FBtr0339796	PF01302	147	214
FBtr0339797	PF00307	687	756
FBtr0339797	PF13855	105	157
FBtr0339799	NA	NA	NA
FBtr0339800	PF04979	25	134
FBtr0340171	PF03567	79	319
FBtr0340172	PF10479	4415	5122
FBtr0340173	PF10479	4381	5082
FBtr0340176	NA	NA	NA
FBtr0340177	PF03650	27	125
FBtr0340178	NA	NA	NA
FBtr0340233	PF08242	40	137
FBtr0340234	PF13855	289	348
FBtr0340235	NA	NA	NA
FBtr0340237	NA	NA	NA
FBtr0340238	NA	NA	NA
FBtr0340250	PF00554	49	219
FBtr0340250	PF16179	227	327
FBtr0340573	NA	NA	NA
FBtr0342631	PF01852	206	379
FBtr0342632	PF00035	136	204
FBtr0342632	PF00035	255	313
FBtr0342632	PF16482	351	412
FBtr0342633	PF00035	136	204
FBtr0342633	PF00035	255	313
FBtr0342633	PF16482	395	458
FBtr0342635	NA	NA	NA
FBtr0342636	PF00173	74	170
FBtr0342637	PF01246	1	66
FBtr0342639	PF15963	342	427
FBtr0342640	PF13233	15	90
FBtr0342641	PF01697	406	709
FBtr0342643	NA	NA	NA
FBtr0342712	PF00282	67	437
FBtr0342903	PF00200	684	775
FBtr0342903	PF01562	52	152
FBtr0342903	PF13574	449	658
FBtr0342905	PF13855	50	108
FBtr0342906	PF13855	50	108
FBtr0342913	NA	NA	NA
FBtr0342915	NA	NA	NA
FBtr0342945	PF00704	27	419
FBtr0343105	PF00560	338	358
FBtr0343105	PF13516	1018	1035
FBtr0343105	PF13855	98	144
FBtr0343105	PF13855	146	205
FBtr0343105	PF13855	390	447
FBtr0343105	PF13855	510	553
FBtr0343105	PF13855	589	633
FBtr0343105	PF13855	638	698
FBtr0343105	PF13855	784	843
FBtr0343105	PF13855	904	963
FBtr0343134	NA	NA	NA
FBtr0343641	PF01401	214	793
FBtr0343642	PF07546	52	118
FBtr0343643	NA	NA	NA
FBtr0343644	NA	NA	NA
FBtr0343645	NA	NA	NA
FBtr0343646	NA	NA	NA
FBtr0343656	NA	NA	NA
FBtr0343657	PF02990	57	587
FBtr0343661	PF09725	33	150
FBtr0343663	PF01263	13	281
FBtr0343664	PF08941	137	319
FBtr0343664	PF13923	18	55
FBtr0343665	PF07679	74	161
FBtr0343665	PF13927	175	253
FBtr0343665	PF13927	270	357
FBtr0343666	PF06585	56	269
FBtr0343667	PF01401	20	606
FBtr0343668	PF00708	9	96
FBtr0343669	PF10373	240	479
FBtr0343669	PF10374	99	226
FBtr0343669	PF13638	1015	1099
FBtr0343671	PF06585	14	238
FBtr0343672	NA	NA	NA
FBtr0343673	PF04685	356	787
FBtr0343673	PF12215	51	296
FBtr0343674	PF04685	503	934
FBtr0343674	PF12215	117	443
FBtr0343675	PF04685	480	911
FBtr0343675	PF12215	117	420
FBtr0343676	PF00569	6	46
FBtr0343676	PF05605	78	107
FBtr0343678	PF00071	13	173
FBtr0343680	PF02014	27	149
FBtr0343681	NA	NA	NA
FBtr0343682	NA	NA	NA
FBtr0343684	PF00287	694	853
FBtr0343686	PF00063	65	721
FBtr0343686	PF00373	1966	2068
FBtr0343686	PF00612	737	756
FBtr0343686	PF00612	760	780
FBtr0343686	PF00612	809	825
FBtr0343686	PF00612	830	849
FBtr0343686	PF00784	1146	1243
FBtr0343686	PF00784	1748	1848
FBtr0343687	PF00063	65	721
FBtr0343687	PF00373	1966	2068
FBtr0343687	PF00612	737	756
FBtr0343687	PF00612	760	780
FBtr0343687	PF00612	809	825
FBtr0343687	PF00612	830	849
FBtr0343687	PF00784	1146	1243
FBtr0343687	PF00784	1748	1848
FBtr0343688	PF00147	41	225
FBtr0343689	PF02363	75	84
FBtr0343689	PF02363	110	126
FBtr0343689	PF02363	146	159
FBtr0343689	PF02363	179	195
FBtr0343689	PF02363	215	229
FBtr0343689	PF02363	251	266
FBtr0343689	PF02363	285	301
FBtr0343689	PF02363	318	328
FBtr0343689	PF02363	354	370
FBtr0343689	PF02363	387	403
FBtr0343689	PF02363	422	439
FBtr0343689	PF02363	457	471
FBtr0343689	PF02363	492	508
FBtr0343689	PF02363	526	542
FBtr0343689	PF02363	561	578
FBtr0343689	PF02363	597	610
FBtr0343692	PF13855	41	99
FBtr0343692	PF13855	113	171
FBtr0343692	PF13855	232	290
FBtr0343692	PF13855	307	363
FBtr0343695	PF06477	70	156
FBtr0343696	PF06477	71	157
FBtr0343699	PF00106	7	195
FBtr0343700	PF00179	7	142
FBtr0343703	NA	NA	NA
FBtr0343704	NA	NA	NA
FBtr0343706	NA	NA	NA
FBtr0343707	NA	NA	NA
FBtr0343708	NA	NA	NA
FBtr0343710	PF00089	33	80
FBtr0343713	NA	NA	NA
FBtr0343716	PF13855	76	134
FBtr0343716	PF13855	170	229
FBtr0343717	PF13855	76	134
FBtr0343717	PF13855	170	229
FBtr0343718	PF01400	58	251
FBtr0343719	PF01400	66	258
FBtr0343721	PF00135	136	695
FBtr0343722	PF09782	9	160
FBtr0343725	PF12799	49	88
FBtr0343726	PF08205	189	246
FBtr0343727	PF08205	189	246
FBtr0343728	NA	NA	NA
FBtr0343734	PF02466	13	122
FBtr0343735	PF00155	214	574
FBtr0343767	NA	NA	NA
FBtr0343768	PF03022	116	402
FBtr0343769	PF00858	17	378
FBtr0343770	PF01423	23	96
FBtr0343812	PF00067	28	485
FBtr0343814	PF00010	97	147
FBtr0344018	PF00488	664	850
FBtr0344018	PF01624	24	131
FBtr0344018	PF05188	145	287
FBtr0344018	PF05190	472	566
FBtr0344018	PF05192	303	607
FBtr0344019	PF00488	664	850
FBtr0344019	PF01624	24	131
FBtr0344019	PF05188	145	287
FBtr0344019	PF05190	472	566
FBtr0344019	PF05192	303	607
FBtr0344140	PF00122	144	348
FBtr0344140	PF13246	515	601
FBtr0344140	PF16209	45	101
FBtr0344140	PF16212	842	1069
FBtr0344410	PF13639	81	126
FBtr0344488	NA	NA	NA
FBtr0344489	NA	NA	NA
FBtr0344539	NA	NA	NA
FBtr0344540	NA	NA	NA
FBtr0344541	NA	NA	NA
FBtr0344542	NA	NA	NA
FBtr0344543	NA	NA	NA
FBtr0344544	NA	NA	NA
FBtr0344545	NA	NA	NA
FBtr0344601	NA	NA	NA
FBtr0344772	NA	NA	NA
FBtr0344773	PF00092	259	429
FBtr0344773	PF02743	451	638
FBtr0344773	PF08399	129	230
FBtr0344773	PF08473	815	1021
FBtr0344774	PF00092	259	429
FBtr0344774	PF02743	451	638
FBtr0344774	PF08399	129	230
FBtr0344774	PF08473	815	1021
FBtr0344775	PF00092	259	429
FBtr0344775	PF02743	451	638
FBtr0344775	PF08399	129	230
FBtr0344775	PF08473	774	1010
FBtr0344776	PF00092	259	429
FBtr0344776	PF02743	451	638
FBtr0344776	PF08399	129	230
FBtr0344776	PF08473	774	1010
FBtr0344777	PF00092	259	429
FBtr0344777	PF02743	451	638
FBtr0344777	PF08399	129	230
FBtr0344777	PF08473	774	1010
FBtr0344778	PF00092	259	429
FBtr0344778	PF02743	451	638
FBtr0344778	PF08399	129	230
FBtr0344778	PF08473	774	1010
FBtr0344779	PF00092	259	429
FBtr0344779	PF02743	451	638
FBtr0344779	PF08399	129	230
FBtr0344779	PF08473	774	1010
FBtr0344780	PF00092	259	429
FBtr0344780	PF02743	451	638
FBtr0344780	PF08399	129	230
FBtr0344780	PF08473	774	1010
FBtr0344791	PF04547	289	756
FBtr0344792	PF04547	289	756
FBtr0344849	PF00034	8	106
FBtr0344850	PF00201	44	533
FBtr0344851	PF00122	62	266
FBtr0344851	PF13246	433	519
FBtr0344851	PF16212	760	987
FBtr0344852	PF00106	50	239
FBtr0345431	PF08205	277	349
FBtr0345431	PF13927	186	251
FBtr0345431	PF13927	377	446
FBtr0345431	PF13927	478	544
FBtr0345434	PF06382	1	146
FBtr0345438	NA	NA	NA
FBtr0345447	PF05347	7	61
FBtr0345449	PF01246	1	66
FBtr0345461	NA	NA	NA
FBtr0345544	PF00085	27	126
FBtr0345544	PF00085	158	261
FBtr0345611	NA	NA	NA
FBtr0345641	PF03022	148	436
FBtr0345747	PF00106	58	247
FBtr0346121	NA	NA	NA
FBtr0346420	PF01852	206	379
FBtr0346422	NA	NA	NA
FBtr0346423	PF01582	644	765
FBtr0346423	PF13306	153	285
FBtr0346423	PF13855	333	391
FBtr0346474	NA	NA	NA
FBtr0346572	PF00450	27	418
FBtr0346583	PF01937	40	425
FBtr0346585	PF07145	28	44
FBtr0346621	PF09270	253	402
FBtr0346621	PF09271	122	252
FBtr0346624	PF00501	53	517
FBtr0346632	PF01263	13	281
FBtr0346641	NA	NA	NA
FBtr0346712	PF00063	89	765
FBtr0346712	PF01576	843	1922
FBtr0346712	PF02736	35	73
FBtr0346715	NA	NA	NA
FBtr0347182	PF03062	215	545
FBtr0080981	NA	NA	NA
FBtr0080982	PF00515	185	217
FBtr0080982	PF13414	123	164
FBtr0080982	PF16546	6	54
FBtr0080983	PF08923	3	121
FBtr0080984	PF09768	88	257
FBtr0080986	PF00010	130	183
FBtr0080987	PF00168	224	329
FBtr0080987	PF00168	356	452
FBtr0080988	NA	NA	NA
FBtr0080989	PF00173	46	116
FBtr0080990	PF00069	27	248
FBtr0080991	PF14738	150	309
FBtr0080993	PF14738	139	299
FBtr0080994	PF00889	98	250
FBtr0080995	PF09806	1	191
FBtr0080996	PF02209	852	887
FBtr0080997	PF02209	853	888
FBtr0080998	PF12999	15	179
FBtr0080998	PF13015	397	539
FBtr0080999	PF10392	26	132
FBtr0081000	PF10392	26	132
FBtr0081001	PF05918	4	526
FBtr0081002	PF09730	80	742
FBtr0081004	PF00089	250	482
FBtr0081013	PF00008	2345	2375
FBtr0081013	PF00008	2868	2899
FBtr0081013	PF00028	179	295
FBtr0081013	PF00028	557	626
FBtr0081013	PF00028	765	846
FBtr0081013	PF00028	865	956
FBtr0081013	PF00028	977	1069
FBtr0081013	PF00028	1085	1172
FBtr0081013	PF00028	1191	1288
FBtr0081013	PF00028	1306	1388
FBtr0081013	PF00028	1419	1504
FBtr0081013	PF00028	1532	1619
FBtr0081013	PF00028	1636	1731
FBtr0081013	PF00028	1867	1956
FBtr0081013	PF00028	1973	2072
FBtr0081013	PF01049	2939	3084
FBtr0081013	PF02210	2406	2566
FBtr0081013	PF02210	2660	2795
FBtr0081014	PF00008	2345	2375
FBtr0081014	PF00028	179	295
FBtr0081014	PF00028	557	626
FBtr0081014	PF00028	765	846
FBtr0081014	PF00028	865	956
FBtr0081014	PF00028	977	1069
FBtr0081014	PF00028	1085	1172
FBtr0081014	PF00028	1191	1288
FBtr0081014	PF00028	1306	1388
FBtr0081014	PF00028	1419	1504
FBtr0081014	PF00028	1532	1619
FBtr0081014	PF00028	1636	1731
FBtr0081014	PF00028	1867	1956
FBtr0081014	PF00028	1973	2072
FBtr0081014	PF01049	2938	3083
FBtr0081014	PF02210	2406	2566
FBtr0081014	PF02210	2660	2795
FBtr0081014	PF12661	2871	2894
FBtr0081015	PF00008	2346	2376
FBtr0081015	PF00008	2869	2900
FBtr0081015	PF00028	179	295
FBtr0081015	PF00028	557	626
FBtr0081015	PF00028	765	846
FBtr0081015	PF00028	865	956
FBtr0081015	PF00028	977	1069
FBtr0081015	PF00028	1085	1173
FBtr0081015	PF00028	1191	1288
FBtr0081015	PF00028	1306	1388
FBtr0081015	PF00028	1419	1504
FBtr0081015	PF00028	1529	1620
FBtr0081015	PF00028	1637	1732
FBtr0081015	PF00028	1868	1957
FBtr0081015	PF00028	1974	2073
FBtr0081015	PF01049	2940	3085
FBtr0081015	PF02210	2407	2567
FBtr0081015	PF02210	2661	2796
FBtr0081016	PF00008	2346	2376
FBtr0081016	PF00008	2869	2900
FBtr0081016	PF00028	179	295
FBtr0081016	PF00028	557	626
FBtr0081016	PF00028	765	846
FBtr0081016	PF00028	865	956
FBtr0081016	PF00028	977	1069
FBtr0081016	PF00028	1085	1172
FBtr0081016	PF00028	1191	1288
FBtr0081016	PF00028	1306	1388
FBtr0081016	PF00028	1419	1504
FBtr0081016	PF00028	1529	1620
FBtr0081016	PF00028	1637	1732
FBtr0081016	PF00028	1868	1957
FBtr0081016	PF00028	1974	2073
FBtr0081016	PF01049	2940	3085
FBtr0081016	PF02210	2407	2567
FBtr0081016	PF02210	2661	2796
FBtr0081017	PF00008	2346	2376
FBtr0081017	PF00028	179	295
FBtr0081017	PF00028	557	626
FBtr0081017	PF00028	765	846
FBtr0081017	PF00028	865	956
FBtr0081017	PF00028	977	1069
FBtr0081017	PF00028	1085	1173
FBtr0081017	PF00028	1191	1288
FBtr0081017	PF00028	1306	1388
FBtr0081017	PF00028	1419	1504
FBtr0081017	PF00028	1529	1620
FBtr0081017	PF00028	1637	1732
FBtr0081017	PF00028	1868	1957
FBtr0081017	PF00028	1974	2073
FBtr0081017	PF01049	2939	3084
FBtr0081017	PF02210	2407	2567
FBtr0081017	PF02210	2661	2796
FBtr0081017	PF12661	2872	2895
FBtr0081018	PF00008	2346	2376
FBtr0081018	PF00028	179	295
FBtr0081018	PF00028	557	626
FBtr0081018	PF00028	765	846
FBtr0081018	PF00028	865	956
FBtr0081018	PF00028	977	1069
FBtr0081018	PF00028	1085	1172
FBtr0081018	PF00028	1191	1288
FBtr0081018	PF00028	1306	1388
FBtr0081018	PF00028	1419	1504
FBtr0081018	PF00028	1529	1620
FBtr0081018	PF00028	1637	1732
FBtr0081018	PF00028	1868	1957
FBtr0081018	PF00028	1974	2073
FBtr0081018	PF01049	2939	3084
FBtr0081018	PF02210	2407	2567
FBtr0081018	PF02210	2661	2796
FBtr0081018	PF12661	2872	2895
FBtr0081019	PF00008	2345	2375
FBtr0081019	PF00028	179	295
FBtr0081019	PF00028	557	626
FBtr0081019	PF00028	765	846
FBtr0081019	PF00028	865	956
FBtr0081019	PF00028	977	1069
FBtr0081019	PF00028	1085	1173
FBtr0081019	PF00028	1191	1288
FBtr0081019	PF00028	1306	1388
FBtr0081019	PF00028	1419	1504
FBtr0081019	PF00028	1532	1619
FBtr0081019	PF00028	1636	1731
FBtr0081019	PF00028	1867	1956
FBtr0081019	PF00028	1973	2072
FBtr0081019	PF01049	2938	3083
FBtr0081019	PF02210	2406	2566
FBtr0081019	PF02210	2660	2795
FBtr0081019	PF12661	2871	2894
FBtr0081020	PF00008	2345	2375
FBtr0081020	PF00008	2868	2899
FBtr0081020	PF00028	179	295
FBtr0081020	PF00028	557	626
FBtr0081020	PF00028	765	846
FBtr0081020	PF00028	865	956
FBtr0081020	PF00028	977	1069
FBtr0081020	PF00028	1085	1173
FBtr0081020	PF00028	1191	1288
FBtr0081020	PF00028	1306	1388
FBtr0081020	PF00028	1419	1504
FBtr0081020	PF00028	1532	1619
FBtr0081020	PF00028	1636	1731
FBtr0081020	PF00028	1867	1956
FBtr0081020	PF00028	1973	2072
FBtr0081020	PF01049	2939	3084
FBtr0081020	PF02210	2406	2566
FBtr0081020	PF02210	2660	2795
FBtr0081021	NA	NA	NA
FBtr0081022	NA	NA	NA
FBtr0081024	NA	NA	NA
FBtr0081025	PF00227	69	249
FBtr0081026	NA	NA	NA
FBtr0081028	NA	NA	NA
FBtr0081029	PF13516	107	120
FBtr0081029	PF13855	131	190
FBtr0081029	PF13855	251	310
FBtr0081030	PF00339	18	172
FBtr0081030	PF02752	193	349
FBtr0081031	PF01130	18	475
FBtr0081032	PF01130	20	470
FBtr0081033	PF00153	303	388
FBtr0081034	NA	NA	NA
FBtr0081035	PF02469	259	379
FBtr0081035	PF02469	424	544
FBtr0081036	PF02469	259	379
FBtr0081036	PF02469	424	544
FBtr0081037	PF02469	259	379
FBtr0081037	PF02469	424	544
FBtr0081038	PF08445	189	276
FBtr0081040	PF00017	474	529
FBtr0081040	PF07525	576	610
FBtr0081042	PF00651	147	252
FBtr0081042	PF01344	405	436
FBtr0081042	PF01344	438	482
FBtr0081042	PF01344	485	530
FBtr0081042	PF01344	532	579
FBtr0081042	PF01344	581	626
FBtr0081042	PF01344	629	672
FBtr0081042	PF07707	258	359
FBtr0081043	PF00651	147	252
FBtr0081043	PF01344	405	436
FBtr0081043	PF01344	438	482
FBtr0081043	PF01344	485	530
FBtr0081043	PF01344	532	579
FBtr0081043	PF01344	581	626
FBtr0081043	PF01344	629	672
FBtr0081043	PF07707	258	359
FBtr0081045	NA	NA	NA
FBtr0081048	PF08445	181	249
FBtr0081049	PF08445	187	272
FBtr0081050	PF00069	148	299
FBtr0081050	PF00069	410	597
FBtr0081051	PF08205	141	221
FBtr0081052	PF08205	141	221
FBtr0081054	NA	NA	NA
FBtr0081055	PF01105	31	220
FBtr0081056	NA	NA	NA
FBtr0081058	PF13499	46	108
FBtr0081058	PF13499	118	180
FBtr0081061	PF00102	125	366
FBtr0081061	PF00102	428	671
FBtr0081062	PF02373	200	299
FBtr0081063	PF02136	10	124
FBtr0081068	PF00201	37	512
FBtr0081069	PF03098	69	363
FBtr0081069	PF03098	377	537
FBtr0081069	PF03098	719	1257
FBtr0081070	PF04818	57	115
FBtr0081070	PF16566	176	269
FBtr0081071	PF15868	24	114
FBtr0081072	PF00270	418	618
FBtr0081072	PF00271	652	761
FBtr0081073	NA	NA	NA
FBtr0081077	PF00067	118	460
FBtr0081078	PF12317	189	411
FBtr0081079	PF00583	664	743
FBtr0081080	PF00324	75	566
FBtr0081080	PF03522	577	660
FBtr0081081	PF00010	139	190
FBtr0081085	PF15295	15	132
FBtr0081086	PF15295	15	132
FBtr0081087	PF12854	169	202
FBtr0081087	PF13812	235	276
FBtr0081088	PF02847	711	816
FBtr0081089	PF01283	1	105
FBtr0081090	PF01283	1	105
FBtr0081091	PF01283	1	105
FBtr0081092	PF01636	87	333
FBtr0081093	PF01636	87	333
FBtr0081095	PF07962	67	146
FBtr0081096	PF04884	45	278
FBtr0081097	PF04410	269	418
FBtr0081098	PF05773	6	109
FBtr0081099	NA	NA	NA
FBtr0081101	NA	NA	NA
FBtr0081102	NA	NA	NA
FBtr0081104	PF00201	96	509
FBtr0081105	PF00201	105	494
FBtr0081106	PF00201	105	494
FBtr0081107	PF00201	105	494
FBtr0081108	PF00201	105	494
FBtr0081109	PF00108	6	195
FBtr0081109	PF02036	430	529
FBtr0081109	PF02803	275	366
FBtr0081110	NA	NA	NA
FBtr0081111	PF00046	243	298
FBtr0081111	PF00412	54	111
FBtr0081111	PF00412	116	171
FBtr0081112	PF00046	243	298
FBtr0081112	PF00412	54	111
FBtr0081112	PF00412	116	171
FBtr0081118	PF06974	542	687
FBtr0081120	NA	NA	NA
FBtr0081121	PF00108	6	195
FBtr0081121	PF02803	275	366
FBtr0081122	NA	NA	NA
FBtr0081125	PF01007	115	261
FBtr0081125	PF17655	268	430
FBtr0081126	PF00789	374	426
FBtr0081126	PF14555	12	45
FBtr0081128	PF00481	166	412
FBtr0081130	PF15275	866	977
FBtr0081131	PF00752	1	98
FBtr0081131	PF00867	139	226
FBtr0081132	PF13679	368	490
FBtr0081133	PF10304	846	879
FBtr0081133	PF10363	648	756
FBtr0081134	PF07776	122	192
FBtr0081134	PF13912	674	698
FBtr0081135	PF10270	12	80
FBtr0081136	NA	NA	NA
FBtr0081138	PF00005	452	585
FBtr0081138	PF00005	1068	1215
FBtr0081138	PF00664	98	363
FBtr0081138	PF00664	733	963
FBtr0081139	PF03259	6	94
FBtr0081140	NA	NA	NA
FBtr0081141	PF00010	51	113
FBtr0081141	PF07527	124	172
FBtr0081142	PF00569	82	117
FBtr0081142	PF06701	8	74
FBtr0081142	PF06701	156	220
FBtr0081142	PF12796	439	524
FBtr0081142	PF12796	531	593
FBtr0081142	PF12796	595	661
FBtr0081142	PF13920	1004	1043
FBtr0081142	PF18346	253	319
FBtr0081142	PF18346	325	391
FBtr0081143	PF02535	130	446
FBtr0081144	PF16294	595	693
FBtr0081145	PF16294	595	693
FBtr0081146	PF01956	5	162
FBtr0081148	NA	NA	NA
FBtr0081149	PF00481	581	645
FBtr0081149	PF13855	279	333
FBtr0081150	PF01207	28	318
FBtr0081151	NA	NA	NA
FBtr0081152	NA	NA	NA
FBtr0081153	PF00282	36	413
FBtr0081154	PF00282	35	413
FBtr0081155	PF01593	48	494
FBtr0081156	PF09734	160	303
FBtr0081156	PF17682	16	114
FBtr0081157	PF00132	94	122
FBtr0081158	PF00643	325	365
FBtr0081158	PF01436	780	807
FBtr0081158	PF01436	827	856
FBtr0081158	PF01436	916	941
FBtr0081158	PF01436	957	985
FBtr0081159	PF00643	325	365
FBtr0081159	PF01436	780	807
FBtr0081159	PF01436	827	856
FBtr0081159	PF01436	916	941
FBtr0081159	PF01436	957	985
FBtr0081160	PF00643	325	365
FBtr0081160	PF01436	780	807
FBtr0081160	PF01436	827	856
FBtr0081160	PF01436	916	941
FBtr0081160	PF01436	957	985
FBtr0081161	PF13656	19	87
FBtr0081162	PF00152	237	551
FBtr0081162	PF01336	138	218
FBtr0081163	PF00271	453	582
FBtr0081163	PF04408	645	733
FBtr0081163	PF07717	792	869
FBtr0081164	PF01145	29	204
FBtr0081165	PF01145	29	204
FBtr0081166	PF00282	35	411
FBtr0081167	PF00282	70	446
FBtr0081169	PF00046	257	313
FBtr0081169	PF00412	122	176
FBtr0081169	PF00412	181	239
FBtr0081170	PF00046	177	233
FBtr0081170	PF00412	42	96
FBtr0081170	PF00412	101	159
FBtr0081171	PF00355	10	93
FBtr0081171	PF07992	134	408
FBtr0081173	PF00089	138	378
FBtr0081174	PF00757	179	306
FBtr0081174	PF01030	47	158
FBtr0081174	PF01030	328	433
FBtr0081175	PF00757	179	306
FBtr0081175	PF01030	47	158
FBtr0081175	PF01030	328	433
FBtr0081176	PF00757	179	306
FBtr0081176	PF01030	47	158
FBtr0081176	PF01030	328	433
FBtr0081177	PF01266	99	482
FBtr0081178	PF13424	232	301
FBtr0081179	PF10504	14	161
FBtr0081180	PF05622	8	674
FBtr0081181	PF01248	15	105
FBtr0081183	PF05444	95	221
FBtr0081183	PF05444	190	299
FBtr0081183	PF05444	346	399
FBtr0081184	PF05444	36	158
FBtr0081184	PF05444	352	504
FBtr0081185	PF13499	75	134
FBtr0081186	PF01266	44	445
FBtr0081187	PF00069	49	312
FBtr0081189	PF00069	49	312
FBtr0081190	PF02574	16	323
FBtr0081191	PF02574	7	320
FBtr0081192	PF00240	3	74
FBtr0081193	PF16501	114	207
FBtr0081194	PF14959	694	806
FBtr0081195	PF02019	24	155
FBtr0081195	PF07714	348	597
FBtr0081196	PF13863	54	171
FBtr0081197	NA	NA	NA
FBtr0081198	PF10274	65	252
FBtr0081199	NA	NA	NA
FBtr0081200	NA	NA	NA
FBtr0081201	PF00059	57	173
FBtr0081203	NA	NA	NA
FBtr0081204	PF00245	133	577
FBtr0081205	PF01139	69	506
FBtr0081206	PF00071	14	176
FBtr0081207	PF00650	118	267
FBtr0081208	PF00650	141	290
FBtr0081209	PF00650	123	272
FBtr0081210	PF00412	324	378
FBtr0081210	PF00412	383	438
FBtr0081210	PF00412	442	496
FBtr0081210	PF00412	501	553
FBtr0081211	PF00412	348	402
FBtr0081211	PF00412	407	462
FBtr0081211	PF00412	466	520
FBtr0081211	PF00412	525	577
FBtr0081212	PF00412	323	377
FBtr0081212	PF00412	382	437
FBtr0081212	PF00412	441	495
FBtr0081212	PF00412	500	552
FBtr0081213	PF00412	348	402
FBtr0081213	PF00412	407	462
FBtr0081213	PF00412	466	520
FBtr0081213	PF00412	525	577
FBtr0081214	PF00412	22	76
FBtr0081214	PF00412	81	136
FBtr0081214	PF00412	140	190
FBtr0081216	PF00441	299	462
FBtr0081216	PF01756	510	687
FBtr0081216	PF02770	155	265
FBtr0081217	PF00441	299	462
FBtr0081217	PF01756	510	687
FBtr0081217	PF02770	155	265
FBtr0081218	PF00441	299	462
FBtr0081218	PF01756	510	687
FBtr0081218	PF02770	155	265
FBtr0081219	NA	NA	NA
FBtr0081220	NA	NA	NA
FBtr0081221	NA	NA	NA
FBtr0081222	NA	NA	NA
FBtr0081223	NA	NA	NA
FBtr0081224	PF02019	49	180
FBtr0081224	PF07714	318	573
FBtr0081225	PF13863	55	171
FBtr0081227	NA	NA	NA
FBtr0081228	PF00091	4	214
FBtr0081228	PF03953	264	392
FBtr0081233	PF00096	425	446
FBtr0081233	PF07776	10	86
FBtr0081233	PF12874	313	333
FBtr0081233	PF12874	369	390
FBtr0081233	PF13912	341	360
FBtr0081234	PF13516	45	65
FBtr0081234	PF13516	109	126
FBtr0081234	PF13516	230	253
FBtr0081234	PF13516	288	309
FBtr0081236	PF00650	109	255
FBtr0081237	PF00650	118	264
FBtr0081238	PF00650	109	255
FBtr0081240	NA	NA	NA
FBtr0081242	NA	NA	NA
FBtr0081243	NA	NA	NA
FBtr0081244	PF01480	7	75
