flybase_gene_id	external_gene_name	refseq_mrna
FBgn0030501	BthD	NM_132675
FBgn0267570	lncRNA:CR45910	NA
FBgn0263874	lncRNA:CR43721	NA
FBgn0085431	CG34402	NM_001104286
FBgn0085431	CG34402	NM_001300376
FBgn0085431	CG34402	NM_001104288
FBgn0052855	CG32855	NM_169704
FBgn0034196	CG15605	NM_137347
FBgn0265890	lncRNA:CR44679	NA
FBgn0267244	lncRNA:CR45684	NA
FBgn0264444	lncRNA:CR43862	NA
FBgn0261455	scaRNA:MeU5-G38	NA
FBgn0267659	lncRNA:CR45997	NA
FBgn0032660	elfless	NM_136016
FBgn0032660	elfless	NM_001169532
FBgn0011591	fng	NM_079467
FBgn0033093	CG3270	NM_136384
FBgn0031164	CG1724	NM_134595
FBgn0040319	Gclc	NM_206650
FBgn0040319	Gclc	NM_001298073
FBgn0040319	Gclc	NM_001298072
FBgn0040319	Gclc	NM_080266
FBgn0035715	Ist1	NM_001274555
FBgn0035715	Ist1	NM_001274557
FBgn0035715	Ist1	NM_139801
FBgn0035715	Ist1	NM_001274558
FBgn0035715	Ist1	NM_001274556
FBgn0035715	Ist1	NM_001274554
FBgn0036264	CG11529	NM_140301
FBgn0259969	Sfp65A	NM_001169882
FBgn0261681	CG42728	NM_001202182
FBgn0000071	Ama	NM_169160
FBgn0000071	Ama	NM_057231
FBgn0000071	Ama	NM_176412
FBgn0031005	Hs3st-B	NM_133142
FBgn0031005	Hs3st-B	NM_001272773
FBgn0266729	asRNA:CR45202	NA
FBgn0032065	CG12438	NM_135405
FBgn0030536	CG11068	NM_132708
FBgn0030673	CG15601	NM_001298357
FBgn0030673	CG15601	NM_001298356
FBgn0030673	CG15601	NM_001298358
FBgn0030673	CG15601	NM_132830
FBgn0261020	wol	NM_135358
FBgn0267622	asRNA:CR45960	NA
FBgn0041789	Pax	NM_001259160
FBgn0041789	Pax	NM_165293
FBgn0041789	Pax	NM_001273644
FBgn0041789	Pax	NM_001038824
FBgn0041789	Pax	NM_165296
FBgn0041789	Pax	NM_165295
FBgn0041789	Pax	NM_165294
FBgn0041789	Pax	NM_078877
FBgn0041789	Pax	NM_001259161
FBgn0035766	eco	NM_168201
FBgn0035766	eco	NM_139849
FBgn0030927	CG15046	NM_133070
FBgn0037254	CG14651	NM_141218
FBgn0046114	Gclm	NM_170034
FBgn0046114	Gclm	NM_001275916
FBgn0003124	polo	NM_001014592
FBgn0003124	polo	NM_079455
FBgn0036949	CG7290	NM_140931
FBgn0036949	CG7290	NM_001275164
FBgn0035932	CG13308	NM_140004
FBgn0037025	Spc105R	NM_141002
FBgn0037025	Spc105R	NM_001275194
FBgn0033096	Zip42C.1	NM_080368
FBgn0003319	Sb	NM_001300426
FBgn0003319	Sb	NM_057361
FBgn0035229	pns	NM_167890
FBgn0035229	pns	NM_206232
FBgn0035229	pns	NM_139363
FBgn0010100	mAcon1	NM_079969
FBgn0010100	mAcon1	NM_001299190
FBgn0010100	mAcon1	NM_001103716
FBgn0010100	mAcon1	NM_001169559
FBgn0030858	IntS2	NM_133004
FBgn0285970	CG32500	NM_167770
FBgn0250867	CG42238	NM_001316403
FBgn0250867	CG42238	NM_001273725
FBgn0250867	CG42238	NM_001144374
FBgn0250867	CG42238	NM_001273724
FBgn0250867	CG42238	NM_001144373
FBgn0039129	RpS19b	NM_142938
FBgn0039129	RpS19b	NM_001275962
FBgn0264303	CG43781	NM_001274578
FBgn0264303	CG43781	NM_001274577
FBgn0035667	Jon65Ai	NM_139758
FBgn0035667	Jon65Ai	NM_001300022
FBgn0032000	CG8372	NM_135350
FBgn0032000	CG8372	NM_164800
FBgn0033574	Spn47C	NM_001169645
FBgn0033574	Spn47C	NM_136789
FBgn0033574	Spn47C	NM_001299373
FBgn0031409	CG4271	NM_134821
FBgn0038326	CG5044	NM_169649
FBgn0038326	CG5044	NM_142196
FBgn0051220	CG31220	NM_169868
FBgn0033052	SCAP	NM_176097
FBgn0031856	CG11322	NM_135227
FBgn0030505	NFAT	NM_001103504
FBgn0030505	NFAT	NM_001298290
FBgn0030505	NFAT	NM_001169274
FBgn0030505	NFAT	NM_001169276
FBgn0030505	NFAT	NM_001169275
FBgn0030505	NFAT	NM_078592
FBgn0030505	NFAT	NM_001272597
FBgn0053887	His4:CG33887	NM_001032166
FBgn0264991	CG44142	NM_001275603
FBgn0033460	Sec24AB	NM_001299329
FBgn0033460	Sec24AB	NM_001299328
FBgn0033460	Sec24AB	NM_136687
FBgn0051032	CR31032	NA
FBgn0026257	cav	NM_170134
FBgn0026257	cav	NM_079753
FBgn0026257	cav	NM_170133
FBgn0026257	cav	NM_170135
FBgn0266136	Gyc76C	NM_001275134
FBgn0266136	Gyc76C	NM_001170004
FBgn0266136	Gyc76C	NM_001170002
FBgn0266136	Gyc76C	NM_001170003
FBgn0051358	CG31358	NM_001300363
FBgn0051358	CG31358	NM_141890
FBgn0040011	Slmap	NM_001042932
FBgn0040011	Slmap	NM_001042934
FBgn0052286	tRNA:Cys-GCA-1-4	NA
FBgn0086779	step	NM_001042910
FBgn0086779	step	NM_001273749
FBgn0086779	step	NM_001169570
FBgn0086779	step	NM_136276
FBgn0250847	CG14034	NM_001042874
FBgn0250847	CG14034	NM_001298689
FBgn0013467	igl	NM_057712
FBgn0013467	igl	NM_057713
FBgn0013467	igl	NM_001274059
FBgn0052174	Coq4	NM_168732
FBgn0052174	Coq4	NM_140720
FBgn0052174	Coq4	NM_001259886
FBgn0033277	CG14760	NM_136522
FBgn0267672	lncRNA:CR46008	NA
FBgn0262355	lncRNA:CR43053	NA
FBgn0037931	CG18476	NM_169419
FBgn0031735	CG11029	NM_135111
FBgn0053127	CG33127	NM_175942
FBgn0260967	CG42590	NM_001169905
FBgn0052391	CG32391	NM_001169894
FBgn0086350	tef	NM_079042
FBgn0023495	Lip3	NM_057983
FBgn0053258	CG33258	NM_001038938
FBgn0053258	CG33258	NM_001316484
FBgn0265312	lncRNA:CR44285	NA
FBgn0030558	CG1461	NM_132725
FBgn0030558	CG1461	NM_001298309
FBgn0015268	Nap1	NM_001259557
FBgn0015268	Nap1	NM_001259556
FBgn0015268	Nap1	NM_057780
FBgn0039946	ATbp	NM_001111011
FBgn0267229	lncRNA:CR45669	NA
FBgn0287209	Gfat1	NM_001201439
FBgn0287209	Gfat1	NM_001015160
FBgn0287209	Gfat1	NM_001015158
FBgn0287209	Gfat1	NM_001201440
FBgn0287209	Gfat1	NM_001015159
FBgn0287209	Gfat1	NM_001015162
FBgn0287209	Gfat1	NM_001015161
FBgn0287209	Gfat1	NM_001015157
FBgn0287209	Gfat1	NM_001110995
FBgn0053377	5SrRNA:CR33377	NA
FBgn0259245	DIP-beta	NM_167755
FBgn0259245	DIP-beta	NM_001298591
FBgn0259245	DIP-beta	NM_134611
FBgn0259245	DIP-beta	NM_001144754
FBgn0259245	DIP-beta	NM_001144753
FBgn0010762	simj	NM_168420
FBgn0010762	simj	NM_168421
FBgn0010762	simj	NM_001274755
FBgn0010762	simj	NM_140150
FBgn0010762	simj	NM_001274756
FBgn0052061	CG32061	NM_168409
FBgn0261638	lncRNA:CR42721	NA
FBgn0004372	aly	NM_001274419
FBgn0004372	aly	NM_080118
FBgn0263994	CG43737	NM_001103515
FBgn0263994	CG43737	NM_132779
FBgn0036763	TrpRS-m	NM_001275072
FBgn0036763	TrpRS-m	NM_140761
FBgn0267144	lncRNA:CR45584	NA
FBgn0037758	CG9467	NA
FBgn0037758	CG9467	NM_141695
FBgn0030738	CG9915	NM_001272675
FBgn0030738	CG9915	NM_001103530
FBgn0027080	TyrRS	NM_140638
FBgn0053301	CG33301	NM_205955
FBgn0053301	CG33301	NM_001298864
FBgn0011853	tRNA:Glu-CTC-3-6	NA
FBgn0085804	CR41571	NA
FBgn0034382	CG18609	NM_137521
FBgn0260861	Trs23	NM_135403
FBgn0038818	Nep4	NM_142647
FBgn0038818	Nep4	NM_001275844
FBgn0038818	Nep4	NM_169912
FBgn0262547	CG43101	NM_001259400
FBgn0035443	CG12010	NM_168030
FBgn0037378	PSMG1	NM_141333
FBgn0031110	Obp19b	NM_134547
FBgn0039087	Ugt303B2	NM_142897
FBgn0040294	POSH	NM_079052
FBgn0010417	Taf6	NM_079437
FBgn0010417	Taf6	NM_001275127
FBgn0039342	CG5107	NM_143144
FBgn0039217	CG13627	NM_170166
FBgn0039217	CG13627	NM_001300580
FBgn0039217	CG13627	NM_143022
FBgn0039612	Nepl19	NM_143387
FBgn0020643	Lcp65Ab2	NM_176291
FBgn0050343	Tsen15	NM_165668
FBgn0050343	Tsen15	NM_001259290
FBgn0259960	CG42470	NM_001169482
FBgn0033948	CG12863	NM_137129
FBgn0036787	CG4306	NM_140781
FBgn0015790	Rab11	NM_057822
FBgn0015790	Rab11	NM_134310
FBgn0061362	CG33785	NM_001032272
FBgn0261258	rgn	NM_001275227
FBgn0261258	rgn	NM_141055
FBgn0261258	rgn	NM_001259937
FBgn0261258	rgn	NM_001275226
FBgn0035273	CG12020	NM_139405
FBgn0265902	lncRNA:CR44691	NA
FBgn0011661	Moe	NM_167168
FBgn0011661	Moe	NM_206668
FBgn0011661	Moe	NM_167169
FBgn0011661	Moe	NM_001258655
FBgn0011661	Moe	NM_080343
FBgn0011661	Moe	NM_206665
FBgn0011661	Moe	NM_001272432
FBgn0011661	Moe	NM_206669
FBgn0011661	Moe	NM_206664
FBgn0011661	Moe	NM_206667
FBgn0011661	Moe	NM_206666
FBgn0011661	Moe	NM_001258654
FBgn0011661	Moe	NM_167170
FBgn0030840	p-cup	NM_132988
FBgn0263342	lncRNA:CR43423	NA
FBgn0039631	Sirt7	NM_143407
FBgn0039178	CG6356	NM_142983
FBgn0264986	asRNA:CR44137	NA
FBgn0261845	pre-mod(mdg4)-U	NM_001316599
FBgn0261845	pre-mod(mdg4)-U	NM_001347766
FBgn0261845	pre-mod(mdg4)-U	NM_001202334
FBgn0085433	CG34404	NM_142199
FBgn0085433	CG34404	NM_142200
FBgn0085433	CG34404	NA
FBgn0037702	CG8176	NM_176435
FBgn0037702	CG8176	NM_176436
FBgn0037702	CG8176	NM_001104253
FBgn0037702	CG8176	NM_001104254
FBgn0037702	CG8176	NM_001275490
FBgn0259732	tal-3A	NM_001144580
FBgn0052163	CG32163	NM_001300154
FBgn0052163	CG32163	NM_168675
FBgn0036833	CG3819	NM_140821
FBgn0036833	CG3819	NM_001275098
FBgn0031683	CG4230	NM_001273158
FBgn0031683	CG4230	NM_001273157
FBgn0031683	CG4230	NM_135064
FBgn0053414	5SrRNA:CR33414	NA
FBgn0262608	CG43134	NM_001258595
FBgn0262608	CG43134	NM_001258594
FBgn0037924	CG14712	NM_141839
FBgn0039596	CG10000	NM_143373
FBgn0030871	CG8142	NM_133017
FBgn0027579	mino	NM_170359
FBgn0027579	mino	NM_170358
FBgn0027579	mino	NM_001260414
FBgn0027579	mino	NM_143340
FBgn0066084	RpL41	NM_001014551
FBgn0262256	mir-959	NA
FBgn0086362	spn-F	NM_001276209
FBgn0086362	spn-F	NM_143601
FBgn0051603	tRNA:Asp-GTC-1-5	NA
FBgn0028577	hfp	NM_001169849
FBgn0028577	hfp	NM_001169846
FBgn0028577	hfp	NM_080384
FBgn0028577	hfp	NM_001169845
FBgn0028577	hfp	NM_167881
FBgn0028577	hfp	NM_167882
FBgn0028577	hfp	NM_001169848
FBgn0028577	hfp	NM_167880
FBgn0028577	hfp	NM_001169847
FBgn0028577	hfp	NM_001169844
FBgn0053419	5SrRNA:CR33419	NA
FBgn0010894	sinu	NM_139714
FBgn0261394	Prosalpha3	NM_057343
FBgn0039307	CR13656	NM_143109
FBgn0084008	lncRNA:CR41443	NA
FBgn0263109	CG43366	NM_136344
FBgn0259229	CG42329	NM_134746
FBgn0265896	lncRNA:CR44685	NA
FBgn0267501	18SrRNA:CR45841	NA
FBgn0028579	phtf	NM_136388
FBgn0082989	snoRNA:Psi28S-2442a	NA
FBgn0286920	CR46420	NA
FBgn0065097	snmRNA:357	NA
FBgn0266875	lncRNA:CR45336	NA
FBgn0262398	mir-124	NA
FBgn0034519	BORCS7	NM_166398
FBgn0266879	lncRNA:CR45340	NA
FBgn0038295	Gyc88E	NM_169616
FBgn0038295	Gyc88E	NM_001260186
FBgn0038295	Gyc88E	NM_001043246
FBgn0046297	lncRNA:CR9284	NA
FBgn0032873	CG2614	NM_001273705
FBgn0032873	CG2614	NM_136201
FBgn0035471	Sc2	NM_139579
FBgn0286827	lncRNA:CR43334	NA
FBgn0267165	lncRNA:CR45605	NA
FBgn0036032	CG16711	NM_168361
FBgn0036032	CG16711	NM_140090
FBgn0259949	Sfp23F	NM_001169385
FBgn0035787	CG8543	NM_139869
FBgn0025712	CG13920	NM_139382
FBgn0025712	CG13920	NM_001299973
FBgn0010215	alpha-Cat	NM_001300225
FBgn0010215	alpha-Cat	NM_079495
FBgn0025866	CalpB	NM_079292
FBgn0025866	CalpB	NM_001259777
FBgn0052344	CG32344	NM_138184
FBgn0052441	EMC10	NM_168925
FBgn0052441	EMC10	NM_168926
FBgn0034507	CG11192	NM_137635
FBgn0032551	CG18636	NM_205992
FBgn0033515	Ir47a	NM_136736
FBgn0036962	CG17122	NM_170639
FBgn0024983	CG4293	NM_166847
FBgn0024983	CG4293	NM_001038728
FBgn0024983	CG4293	NM_130491
FBgn0024983	CG4293	NM_001038727
FBgn0024983	CG4293	NM_001272170
FBgn0265950	lncRNA:CR44737	NA
FBgn0031318	CG4887	NM_001272930
FBgn0031318	CG4887	NM_134738
FBgn0029170	TwdlT	NM_143742
FBgn0260224	CG42498	NM_001170272
FBgn0032111	CG13110	NM_135438
FBgn0262583	CG43123	NM_001259253
FBgn0261086	Syt14	NM_141196
FBgn0261086	Syt14	NM_001275320
FBgn0261086	Syt14	NM_001275321
FBgn0053198	pen-2	NM_176221
FBgn0053198	pen-2	NM_001299637
FBgn0011931	tRNA:Asn-GTT-1-6	NA
FBgn0037814	CG6325	NM_141743
FBgn0037922	CG14711	NM_141837
FBgn0086049	snoRNA:Me28S-U3344a	NA
FBgn0003963	ush	NM_001272901
FBgn0003963	ush	NM_057432
FBgn0003963	ush	NM_001272900
FBgn0003963	ush	NM_001272902
FBgn0003963	ush	NM_001272899
FBgn0032538	Vajk2	NM_135845
FBgn0265914	asRNA:CR44703	NA
FBgn0039474	CG6283	NM_143267
FBgn0016672	Ipp	NM_169562
FBgn0039987	CR12798	NA
FBgn0027360	Tim10	NM_166474
FBgn0027360	Tim10	NM_137762
FBgn0261396	Rpn3	NM_001273628
FBgn0261396	Rpn3	NM_057952
FBgn0028475	Hrd3	NM_142922
FBgn0028475	Hrd3	NM_001275953
FBgn0263231	bel	NM_080522
FBgn0263231	bel	NM_001275450
FBgn0052299	CG32299	NM_167946
FBgn0052299	CG32299	NM_001144402
FBgn0035797	CG14837	NM_139879
FBgn0001180	hb	NM_169233
FBgn0001180	hb	NM_169234
FBgn0020416	Idgf1	NM_057910
FBgn0039797	eIF4H2	NM_001276193
FBgn0039797	eIF4H2	NM_143563
FBgn0035375	Pgant6	NM_001274413
FBgn0035375	Pgant6	NM_139492
FBgn0035375	Pgant6	NM_167966
FBgn0031398	daed	NM_001272987
FBgn0031398	daed	NM_134811
FBgn0036184	PCID2	NM_140229
FBgn0011921	tRNA:iMet-CAT-2-1	NA
FBgn0040299	Myo28B1	NM_164760
FBgn0040299	Myo28B1	NM_144373
FBgn0040299	Myo28B1	NM_164758
FBgn0040299	Myo28B1	NM_164759
FBgn0052279	Drsl2	NM_168019
FBgn0263235	Phae2	NM_001298942
FBgn0263235	Phae2	NM_135707
FBgn0261985	Ptpmeg	NM_167830
FBgn0261985	Ptpmeg	NM_167831
FBgn0261985	Ptpmeg	NM_001169838
FBgn0261985	Ptpmeg	NM_138187
FBgn0261985	Ptpmeg	NM_001169839
FBgn0031690	CG7742	NM_001298688
FBgn0031690	CG7742	NM_001298686
FBgn0031690	CG7742	NM_135069
FBgn0031690	CG7742	NM_001298687
FBgn0083952	CG34116	NM_001043151
FBgn0013732	sced	NM_001273799
FBgn0013732	sced	NM_136375
FBgn0016126	CaMKI	NM_166759
FBgn0016126	CaMKI	NM_166761
FBgn0016126	CaMKI	NM_166760
FBgn0016126	CaMKI	NM_166764
FBgn0016126	CaMKI	NM_079883
FBgn0260004	Snmp1	NM_142696
FBgn0260004	Snmp1	NM_001275874
FBgn0051272	CG31272	NM_141756
FBgn0037440	CRAT	NM_141393
FBgn0037440	CRAT	NM_001316490
FBgn0037440	CRAT	NM_001300266
FBgn0037440	CRAT	NM_001043219
FBgn0250848	26-29-p	NM_138985
FBgn0264365	lncRNA:CR43817	NA
FBgn0085237	CG34208	NM_001103943
FBgn0265153	lncRNA:CR44222	NA
FBgn0000253	Cam	NM_001299408
FBgn0000253	Cam	NM_001259348
FBgn0000253	Cam	NM_001259347
FBgn0000253	Cam	NM_165870
FBgn0000253	Cam	NM_078986
FBgn0265532	asRNA:CR44382	NA
FBgn0085398	ppk9	NM_137778
FBgn0085398	ppk9	NM_001299771
FBgn0038570	Prx5	NM_142422
FBgn0038570	Prx5	NM_001032020
FBgn0033994	CG7544	NM_001169685
FBgn0033994	CG7544	NM_137171
FBgn0038571	CG7215	NM_001170173
FBgn0038571	CG7215	NM_142423
FBgn0036595	CG13046	NM_140606
FBgn0267313	lncRNA:CR45749	NA
FBgn0053758	CG33758	NM_001032226
FBgn0028895	CG17328	NM_135942
FBgn0028895	CG17328	NM_001273565
FBgn0263867	lncRNA:CR43714	NA
FBgn0026089	CG14817	NM_001297867
FBgn0026089	CG14817	NM_130597
FBgn0267473	lncRNA:CR45823	NA
FBgn0034175	ste24b	NM_137330
FBgn0029714	CG3527	NM_131942
FBgn0086067	snoRNA:Me28S-A771	NA
FBgn0266762	CR45227	NA
FBgn0261361	CG42638	NM_001170001
FBgn0040816	CG12521	NM_144176
FBgn0265295	asRNA:CR42871	NA
FBgn0264466	lncRNA:CR43874	NA
FBgn0266852	lncRNA:CR45313	NA
FBgn0052343	Atac3	NM_001259602
FBgn0052343	Atac3	NM_001274275
FBgn0052343	Atac3	NM_001144394
FBgn0052343	Atac3	NM_167828
FBgn0262319	mir-1000	NA
FBgn0021895	ytr	NM_001299856
FBgn0021895	ytr	NM_137995
FBgn0027342	fz4	NM_167119
FBgn0027342	fz4	NM_078513
FBgn0045473	Gr85a	NM_169314
FBgn0284245	eEF1alpha1	NM_165850
FBgn0284245	eEF1alpha1	NM_001299392
FBgn0284245	eEF1alpha1	NM_001299393
FBgn0284245	eEF1alpha1	NM_058027
FBgn0083037	snoRNA:Psi18S-525b	NA
FBgn0086917	spok	NM_001110990
FBgn0263475	snoRNA:CG16892-a	NA
FBgn0033112	Spn42Db	NM_136400
FBgn0033112	Spn42Db	NM_001273817
FBgn0039616	CG11828	NM_143391
FBgn0265671	lncRNA:CR44478	NA
FBgn0011812	Lcp1Psi	NA
FBgn0036828	CG6841	NM_001316442
FBgn0036828	CG6841	NM_140816
FBgn0036566	ClC-c	NM_001274993
FBgn0036566	ClC-c	NM_168650
FBgn0036566	ClC-c	NM_140577
FBgn0035208	CG9184	NM_138255
FBgn0035208	CG9184	NM_167869
FBgn0037317	CG14667	NM_001014607
FBgn0039673	CG7568	NM_001104502
FBgn0039673	CG7568	NM_001276142
FBgn0260644	CG42536	NM_001169940
FBgn0014417	CG13397	NM_001273322
FBgn0014417	CG13397	NM_143788
FBgn0032810	CG13077	NM_001273663
FBgn0032810	CG13077	NM_136146
FBgn0065032	Arpc3B	NM_001103539
FBgn0065032	Arpc3B	NM_001272711
FBgn0065032	Arpc3B	NM_132965
FBgn0262300	mir-988	NA
FBgn0002543	robo2	NM_001272939
FBgn0002543	robo2	NM_080531
FBgn0036741	anchor	NM_001275066
FBgn0036741	anchor	NM_140741
FBgn0039498	CG17991	NM_143290
FBgn0267783	lncRNA:CR46114	NA
FBgn0030480	Tim9a	NM_132653
FBgn0030480	Tim9a	NM_001298279
FBgn0033648	Ir48b	NM_136853
FBgn0029995	CG2256	NM_132209
FBgn0013812	Dhc93AB	NM_079700
FBgn0013812	Dhc93AB	NM_001275864
FBgn0051759	CG31759	NM_165001
FBgn0051759	CG31759	NM_165000
FBgn0264442	ab	NM_001169481
FBgn0264442	ab	NM_057215
FBgn0264442	ab	NM_001273449
FBgn0264442	ab	NM_057214
FBgn0264442	ab	NM_001273450
FBgn0040356	CG12498	NM_130674
FBgn0052520	tRNA:Tyr-GTA-1-1	NA
FBgn0037175	CG14455	NM_141145
FBgn0028544	Vajk3	NM_135846
FBgn0025608	Faf2	NM_058040
FBgn0025608	Faf2	NM_001299128
FBgn0038861	CG7009	NM_142690
FBgn0038921	Theg	NM_142742
FBgn0028910	tRNA:Pro-AGG-1-4	NA
FBgn0086359	Invadolysin	NM_143815
FBgn0261931	CG42797	NM_001201643
FBgn0261931	CG42797	NM_132346
FBgn0261931	CG42797	NM_132347
FBgn0261931	CG42797	NM_001272456
FBgn0039139	Mettl3	NM_142947
FBgn0034884	Eglp3	NM_137968
FBgn0038291	CG3984	NM_142163
FBgn0053430	5SrRNA:CR33430	NA
FBgn0267633	lncRNA:CR45971	NA
FBgn0027785	NP15.6	NM_142517
FBgn0259735	mtgo	NM_165168
FBgn0259735	mtgo	NM_135957
FBgn0259735	mtgo	NM_001273575
FBgn0259735	mtgo	NM_001144357
FBgn0032066	LManIII	NM_135406
FBgn0032066	LManIII	NM_001298833
FBgn0011742	Arp2	NM_078648
FBgn0011742	Arp2	NM_001272692
FBgn0011742	Arp2	NM_001103531
FBgn0030048	CG12112	NM_132261
FBgn0030048	CG12112	NM_001272409
FBgn0262535	CG43089	NM_001259677
FBgn0262535	CG43089	NM_001300001
FBgn0035205	Ctr9	NM_176270
FBgn0035205	Ctr9	NM_176271
FBgn0051806	CG31806	NM_001299077
FBgn0051806	CG31806	NM_165202
FBgn0266848	wap	NM_001258868
FBgn0266848	wap	NM_134617
FBgn0266848	wap	NM_001258869
FBgn0266848	wap	NM_001298597
FBgn0034827	Klp59D	NM_137918
FBgn0031335	CG5565	NM_134754
FBgn0052095	CG32095	NM_168482
FBgn0031872	ihog	NM_135241
FBgn0003923	snRNA:U2:38ABb	NA
FBgn0026263	bip1	NM_139912
FBgn0026263	bip1	NM_001169904
FBgn0053393	5SrRNA:CR33393	NA
FBgn0020506	Amyrel	NM_057914
FBgn0053222	CR33222	NA
FBgn0053832	His2A:CG33832	NM_001032160
FBgn0263091	CR43359	NA
FBgn0030332	CG9360	NM_132518
FBgn0037634	hng2	NM_141580
FBgn0010292	bys	NM_078519
FBgn0052740	tRNA:Phe-GAA-1-2	NA
FBgn0263841	CG43702	NM_001275216
FBgn0263841	CG43702	NM_001275217
FBgn0004053	zen	NM_057445
FBgn0267049	CG45493	NM_001298545
FBgn0032530	CG9263	NM_135818
FBgn0053416	5SrRNA-Psi:CR33416	NA
FBgn0036620	CG4842	NM_140628
FBgn0263096	CR43364	NA
FBgn0029824	CG3726	NM_132051
FBgn0029824	CG3726	NM_001297988
FBgn0015008	Actn3	NM_080062
FBgn0039044	p53	NM_206544
FBgn0039044	p53	NM_206545
FBgn0039044	p53	NM_001170223
FBgn0039044	p53	NM_001260323
FBgn0033497	CG12912	NM_136720
FBgn0033497	CG12912	NM_001299344
FBgn0283724	Girdin	NM_001274430
FBgn0283724	Girdin	NM_139523
FBgn0283724	Girdin	NM_206262
FBgn0283724	Girdin	NM_001274431
FBgn0283724	Girdin	NM_001274429
FBgn0052549	CG32549	NM_167614
FBgn0052549	CG32549	NM_206786
FBgn0052549	CG32549	NM_167615
FBgn0052549	CG32549	NM_133061
FBgn0052549	CG32549	NM_206787
FBgn0052549	CG32549	NM_206785
FBgn0038294	Mf	NM_169612
FBgn0038294	Mf	NM_001170141
FBgn0038294	Mf	NM_001275656
FBgn0038294	Mf	NM_001260183
FBgn0038294	Mf	NM_169613
FBgn0038294	Mf	NM_001300405
FBgn0038294	Mf	NM_001260185
FBgn0038294	Mf	NM_001275655
FBgn0038294	Mf	NM_001170138
FBgn0038294	Mf	NM_169614
FBgn0038294	Mf	NM_001170140
FBgn0038294	Mf	NM_001170142
FBgn0038294	Mf	NM_001170139
FBgn0038294	Mf	NM_169615
FBgn0038294	Mf	NM_001260184
FBgn0038294	Mf	NM_001300406
FBgn0038294	Mf	NM_142166
FBgn0052645	CG32645	NM_167349
FBgn0050342	Prp38	NM_136619
FBgn0030504	CG2691	NM_001298289
FBgn0030504	CG2691	NM_132678
FBgn0034485	CG11099	NM_001299698
FBgn0034485	CG11099	NM_137613
FBgn0264727	lncRNA:CR43995	NA
FBgn0037783	Npc2c	NM_141719
FBgn0085252	CG34223	NM_001103795
FBgn0025936	Eph	NM_166777
FBgn0025936	Eph	NM_001169353
FBgn0025936	Eph	NM_166776
FBgn0025936	Eph	NM_079886
FBgn0025936	Eph	NM_166774
FBgn0025936	Eph	NM_166775
FBgn0039359	RpL27	NM_001276039
FBgn0039359	RpL27	NM_001276038
FBgn0039359	RpL27	NM_001276037
FBgn0039359	RpL27	NM_143160
FBgn0039270	PQBP1	NM_143074
FBgn0032200	CG5676	NM_135518
FBgn0031832	CG9596	NM_135204
FBgn0031832	CG9596	NM_001298750
FBgn0031832	CG9596	NM_205916
FBgn0267223	asRNA:CR45663	NA
FBgn0033159	Dscam1	NM_001043011
FBgn0033159	Dscam1	NM_001259252
FBgn0033159	Dscam1	NM_001043028
FBgn0033159	Dscam1	NM_001043053
FBgn0033159	Dscam1	NM_001043025
FBgn0033159	Dscam1	NM_001259240
FBgn0033159	Dscam1	NM_001043024
FBgn0033159	Dscam1	NM_001043055
FBgn0033159	Dscam1	NM_001043016
FBgn0033159	Dscam1	NM_001043058
FBgn0033159	Dscam1	NM_001043052
FBgn0033159	Dscam1	NM_001043012
FBgn0033159	Dscam1	NM_001043022
FBgn0033159	Dscam1	NM_206047
FBgn0033159	Dscam1	NM_001043049
FBgn0033159	Dscam1	NM_001043048
FBgn0033159	Dscam1	NM_001259239
FBgn0033159	Dscam1	NM_001043059
FBgn0033159	Dscam1	NM_001043036
FBgn0033159	Dscam1	NM_001043060
FBgn0033159	Dscam1	NM_001043033
FBgn0033159	Dscam1	NM_165514
FBgn0033159	Dscam1	NM_001043032
FBgn0033159	Dscam1	NM_001259248
FBgn0033159	Dscam1	NM_001259245
FBgn0033159	Dscam1	NM_001043035
FBgn0033159	Dscam1	NM_001043041
FBgn0033159	Dscam1	NM_001043051
FBgn0033159	Dscam1	NM_001043029
FBgn0033159	Dscam1	NM_001043044
FBgn0033159	Dscam1	NM_001259243
FBgn0033159	Dscam1	NM_001259241
FBgn0033159	Dscam1	NM_001043019
FBgn0033159	Dscam1	NM_001043045
FBgn0033159	Dscam1	NM_001043034
FBgn0033159	Dscam1	NM_001043063
FBgn0033159	Dscam1	NM_001259233
FBgn0033159	Dscam1	NM_001259250
FBgn0033159	Dscam1	NM_001043038
FBgn0033159	Dscam1	NM_001043037
FBgn0033159	Dscam1	NM_001259236
FBgn0033159	Dscam1	NM_001043020
FBgn0033159	Dscam1	NM_001043018
FBgn0033159	Dscam1	NM_001259247
FBgn0033159	Dscam1	NM_001043050
FBgn0033159	Dscam1	NM_001259246
FBgn0033159	Dscam1	NM_001043062
FBgn0033159	Dscam1	NM_001043017
FBgn0033159	Dscam1	NM_001043015
FBgn0033159	Dscam1	NM_001043047
FBgn0033159	Dscam1	NM_001259238
FBgn0033159	Dscam1	NM_001259244
FBgn0033159	Dscam1	NM_001043056
FBgn0033159	Dscam1	NM_001043030
FBgn0033159	Dscam1	NM_001043061
FBgn0033159	Dscam1	NM_001043064
FBgn0033159	Dscam1	NM_001043013
FBgn0033159	Dscam1	NM_001043023
FBgn0033159	Dscam1	NM_001043026
FBgn0033159	Dscam1	NM_165515
