intron	gene	TPM	PSI	intron_position	intron_length	intron_type	ss5_maxEnt	ss3_maxEnt	contains_enhancer	upexon_length	downexon_length	three_length	ie_count_5m	ie_count_10m	ie_count_20m	ee_count_5m	ee_count_10m	ee_count_20m	halflife	halflife_error	accuracy
chr2R:18774282:18774771:+@chr2R:18774833:18775101:+	FBgn0034793	103.3227	0.025	2	62	CI	4.95	7.21	0	489	268	268	21	31	51	23	96	232	2.183594	0.0387387	0.02857143
chr3R:4064453:4065328:-@chr3R:4066032:4066237:-	FBgn0037555	20.46711	0.03	1	704	CI	10.08	6.48	1	205	875	2974	30	31	14	38	107	168	1.721875	0.06259839	0.02173913
chr2L:21741795:21742008:-@chr2L:21742075:21742280:-	FBgn0086779	48.7234	0.045	7	67	RI	10.86	3.26	0	205	213	1967	86	49	28	32	102	172	2.641406	0.06694806	0.02702703
chr4:1055914:1058048:-@chr4:1058102:1058216:-	FBgn0264607	67.65813	0.155	NA	54	CI	NA	NA	0	114	2134	2134	30	20	16	35	69	90	2.113281	0.05152573	NA
chr3L:20771899:20772143:+@chr3L:20772203:20772505:+	FBgn0037020	59.7313	0.01	1	60	CI	4.88	5.35	0	244	302	1275	35	24	24	36	77	141	2.052344	0.03621054	0.01923077
chr3L:3803832:3804764:-@chr3L:3805821:3806459:-	FBgn0035461	13.9197	0.02	1	1057	CI	10.45	1.82	0	638	932	932	11	10	2	74	93	63	0.553125	0.0137345	0.1111111
chr4:222067:222284:-@chr4:224606:225218:-	FBgn0051998	25.32527	0.185	NA	2322	CI	NA	NA	0	612	217	4983	70	21	19	58	123	132	2.161719	0.09068559	NA
chr3R:14989933:14990638:+@chr3R:14993567:14994110:+	FBgn0010768	7.47717	0.095	1	2929	CI	10.47	6.03	2	705	543	2731	10	4	6	16	38	61	1.310156	0.1018972	0.1052632
chr2R:11989340:11989555:-@chr2R:11989615:11990113:-	FBgn0034073	21.1818	0.015	1	60	CI	7.14	7.84	0	498	215	2744	7	5	1	29	45	55	0.6697266	0.03011505	0.02702703
chr3R:24429330:24429420:+@chr3R:24429783:24430817:+	FBgn0001215	252.862	0.06	NA	363	CI	NA	NA	0	90	1034	1716	112	101	93	259	447	706	1.517188	0.01721688	NA
chr3L:999447:999542:-@chr3L:999617:999682:-	FBgn0024277	213.9313	0.025	11	75	CI	11.81	7.15	0	65	95	3560	202	139	79	262	534	825	1.782813	0.0164032	0.003571429
chr3R:224280:225107:-@chr3R:225168:225402:-	FBgn0086605	46.49916	0.035	NA	61	RI	NA	NA	0	234	827	1004	35	33	40	28	53	79	4.425	0.04688795	NA
chr3L:15983229:15983508:+@chr3L:15983563:15984740:+	FBgn0259824	16.3567	0.01	NA	55	CI	NA	NA	0	279	1177	2001	9	7	5	15	26	38	1.724219	0.08771817	NA
chr4:1201674:1201907:-@chr4:1201994:1202254:-	FBgn0002521	52.3627	0.065	1	87	CI	3.32	8.23	0	260	233	8812	60	22	43	53	81	92	4.58125	0.1662312	0.01666667
chr3R:25893046:25893275:+@chr3R:25893335:25893556:+	FBgn0266411	19.794	0.025	3	60	CI	8.88	6.96	0	229	221	54185	13	6	2	116	120	129	1.662891	0.2827209	0.007462687
chr3L:3714826:3717407:-@chr3L:3718196:3718472:-	FBgn0052264	11.08571	0.035	NA	789	CI	NA	NA	0	276	2581	2581	6	2	2	14	32	53	0.8042969	0.3090486	NA
chr2L:22476854:22477414:+@chr2L:22477474:22478575:+	FBgn0040011	81.7252	0.01	3	60	CI	5.98	6.85	0	560	1101	1101	31	30	23	92	200	234	1.099609	0.0167825	0.01075269
chr2R:17205298:17207308:-@chr2R:17207366:17207522:-	FBgn0250824	21.1748	0.055	1	58	CI	3.27	5.58	0	156	2010	2010	46	28	14	14	35	36	4.378125	0.2322009	0.04
chr3R:13220921:13224502:-@chr3R:13224741:13225323:-	FBgn0038504	42.11666	0.01	2	239	CI	3.24	8.66	0	582	3581	3581	28	18	15	50	92	142	1.582227	0.05036873	0.01388889
chrX:13314402:13314564:+@chrX:13314630:13315057:+	FBgn0030486	6.839423	0.015	5	66	RI	9.25	NA	0	162	427	427	10	5	6	9	23	30	1.948047	0.08197109	0.09090909
chr3R:27222708:27223335:+@chr3R:27223389:27223961:+	FBgn0019990	17.58555	0.045	4	54	CI	3.86	8.86	0	627	572	4346	19	18	11	29	53	60	2.400781	0.08059254	0.02173913
chrX:2045556:2045644:-@chrX:2045710:2045879:-	FBgn0004655	24.78664	0.01	5	66	CI	7	10.08	0	169	88	1675	57	23	16	44	117	147	1.676563	0.03378157	0.01960784
chr3R:2206408:2207327:+@chr3R:2207404:2207991:+	FBgn0010282	61.952	0.02	2	77	RI	5.66	7.69	0	919	587	922	12	25	12	26	40	123	1.89375	0.02820402	0.03333333
chr2L:6060842:6061123:-@chr2L:6061187:6062021:-	FBgn0031771	112.8486	0	3	64	CI	11.78	8.53	0	834	281	281	19	18	24	71	87	180	1.263672	0.009402651	0.01176471
chr2R:11812427:11812706:-@chr2R:11812769:11812936:-	FBgn0034049	45.16162	0.02	4	63	CI	10.86	7.5	0	167	279	2161	67	30	24	158	232	300	1.112891	0.01456968	0.006451613
chr3L:21908361:21908524:+@chr3L:21908636:21908755:+	FBgn0262737	11.31361	0.035	7	112	CI	10.03	7.3	0	163	119	17166	5	1	1	13	28	33	1.438281	1.645519	0.0625
chr3R:27879345:27880079:+@chr3R:27880146:27880696:+	FBgn0002780	313.3859	0.01	3	67	CI	8.56	7.3	0	734	550	550	35	30	23	105	188	370	0.9197266	0.008175331	0.008403361
chr2L:11008911:11009377:+@chr2L:11009443:11009565:+	FBgn0021761	49.31371	0.025	10	66	RI	10.2	5.4	0	466	122	1478	59	55	23	41	69	123	2.923828	0.02609513	0.02040816
chr2L:3527387:3528756:-@chr2L:3528817:3528915:-	FBgn0031549	23.4693	0.025	5	61	CI	6.07	6.92	0	98	1369	1369	4	0	1	13	27	34	0.459375	0.02718832	0.05882353
chr2R:17025731:17026737:-@chr2R:17029044:17029469:-	FBgn0034590	21.17081	0.025	1	2307	CI	7.16	9.7	0	425	1006	9769	43	17	10	168	230	281	1.014453	0.04285449	0.004761905
chrX:21942596:21942722:+@chrX:21942776:21942904:+	FBgn0031195	24.89877	0.06	6	54	RI	4.05	NA	0	126	128	1084	5	13	9	4	10	33	3.728125	0.1231382	1
chr3L:3832617:3832758:+@chr3L:3832856:3833009:+	FBgn0004875	19.108	0.025	4	98	CI	8.83	11.61	0	141	153	9470	18	9	5	71	84	133	1.112891	0.04760578	0.01408451
chr2L:10186490:10187121:-@chr2L:10188157:10188260:-	FBgn0028675	11.7717	0.005	16	1036	CI	8.62	2.82	0	103	631	4564	24	11	5	34	61	46	1.746094	0.04977979	0.02564103
chr2L:5053239:5053356:+@chr2L:5053415:5054575:+	FBgn0031676	16.1558	0.015	2	59	RI	7.36	6.28	1	117	1160	1160	11	22	24	8	20	31	6.628125	0.2771046	0.09090909
chr2L:17462031:17462342:-@chr2L:17462429:17462683:-	FBgn0000183	25.5207	0.025	NA	87	CI	NA	NA	0	254	311	2737	17	8	8	10	34	54	2.154297	0.1803988	NA
chr2R:20087268:20087389:+@chr2R:20087448:20088212:+	FBgn0034989	23.7448	0.02	4	59	CI	8.93	2.77	0	121	764	2262	16	18	16	40	50	48	2.829688	0.06343319	0.03125
chr3R:25141959:25142087:-@chr3R:25142442:25142582:-	FBgn0015622	243.3906	0.16	6	355	RI	11.78	9.47	0	140	128	1111	40	62	48	144	189	224	1.960938	0.01837231	0.005988024
chr3L:3145405:3147470:-@chr3L:3147532:3148061:-	FBgn0035402	34.22607	0.01	2	62	CI	8.73	5.61	0	529	2065	2065	27	39	20	64	108	161	1.755469	0.02683777	0.01428571
chr2R:8517025:8517181:-@chr2R:8517234:8517553:-	FBgn0033757	7.308244	0.06	7	53	CI	6.93	8.06	0	319	156	979	8	7	4	4	12	20	2.75	0.06743857	0.2
chr3R:7800032:7800179:-@chr3R:7800268:7800632:-	FBgn0260744	46.978	0.12	1	89	CI	7.97	8.25	0	364	147	1367	49	35	36	12	35	50	6.471875	0.1876222	0.07142857
chr3R:7449061:7449267:+@chr3R:7449323:7449448:+	FBgn0037922	22.4265	0.055	1	56	CI	7.87	8.44	0	206	125	1347	28	32	20	17	36	75	3.479688	0.05441445	0.04761905
chr2L:8535918:8536079:+@chr2L:8536207:8536268:+	FBgn0028394	10.071	0.19	2	128	RI	8.4	9.27	0	161	61	5232	2	1	8	3	8	13	4.011719	0.6538378	0.4
chr3L:5799107:5799355:-@chr3L:5799415:5799505:-	FBgn0015806	112.2561	0.015	7	60	CI	9.9	-0.6	0	90	248	8706	196	102	83	167	310	378	3.419531	0.08843376	0.00462963
chr3R:19936055:19936270:-@chr3R:19936485:19938111:-	FBgn0039150	30.2353	0.02	1	215	CI	9.89	8.04	0	1626	215	604	20	14	10	27	57	89	1.508203	0.03457822	0.02941176
chr3R:5934698:5934793:-@chr3R:5935538:5935843:-	FBgn0028734	126.4639	0.14	1	745	CI	9.07	3.89	0	305	95	7651	178	189	175	210	481	738	3.334375	0.04895896	0.04048583
chr3R:19604009:19606546:-@chr3R:19606607:19607343:-	FBgn0039120	50.19653	0.01	1	61	CI	4.15	6.6	0	736	2537	6599	38	13	11	62	108	140	1.579688	0.06059264	0.007936508
chr2L:21157433:21158243:-@chr2L:21158304:21158480:-	FBgn0032922	17.23909	0.02	2	61	CI	8.89	9.05	0	176	810	810	5	6	4	13	16	27	1.759766	0.05669696	0.04166667
chr2L:5071103:5071157:+@chr2L:5071227:5071355:+	FBgn0261608	2590.63	0.01	2	70	RI	6.63	9.39	0	54	128	828	67	62	82	1269	1176	1625	0.4145996	0.002448146	0.001174398
chr3R:19638422:19639536:-@chr3R:19639735:19640637:-	FBgn0260634	15.9	0.02	5	199	CI	8.62	8.29	0	902	1114	5529	18	10	7	22	48	35	2.419922	0.1647176	0.01960784
chr3R:3828942:3829900:+@chr3R:3829960:3830369:+	FBgn0037536	30.94245	0.005	NA	60	CI	NA	NA	0	958	409	1795	9	6	5	14	41	49	1.34375	0.05065153	NA
chr3R:14502612:14503018:-@chr3R:14503087:14503134:-	FBgn0038639	15.47867	0.055	NA	69	CI	NA	NA	0	47	406	2670	12	12	11	13	12	46	3.496094	0.1739743	NA
chr3R:7581457:7581968:-@chr3R:7582035:7582214:-	FBgn0017581	112.6976	0.01	2	67	RI	9.25	6.7	0	179	511	5315	47	26	20	106	189	195	1.491406	0.0384656	0.007142857
chr2R:9108945:9109309:-@chr2R:9109367:9109734:-	FBgn0043010	42.24489	0.05	2	58	RI	10.48	8.89	0	367	364	865	23	28	22	15	35	51	4.25	0.08009188	0.05882353
chr3R:5618118:5618479:+@chr3R:5618535:5618820:+	FBgn0037756	371.753	0	4	56	CI	7.84	4.04	0	361	285	285	9	9	19	124	129	198	0.6474609	0.008381267	0.007751938
chr3L:4540085:4540230:-@chr3L:4540295:4540653:-	FBgn0052243	78.9262	0.035	4	65	CI	-0.2	7.62	0	358	145	928	41	30	24	61	80	145	1.997656	0.0167026	0.01408451
chr2R:11199015:11199472:+@chr2R:11199541:11200322:+	FBgn0004698	28.87733	0.045	1	69	CI	6.65	7.36	0	457	781	6203	29	32	20	45	63	102	3.005078	0.09583082	0.02040816
chr3LHet:2243577:2243921:+@chr3LHet:2243998:2244288:+	FBgn0260987	98.09664	0.005	1	77	CI	8.88	5.3	0	344	290	21365	63	64	37	366	412	478	1.975391	0.06547271	0.001915709
chrX:10252733:10252884:-@chrX:10252951:10253160:-	FBgn0028331	121.675	0.005	3	67	CI	7	NA	0	209	151	2022	27	3	2	88	169	207	0.4371094	0.02530514	0.00862069
chr3R:11370219:11371310:-@chr3R:11371366:11371599:-	FBgn0038349	49.504	0.01	5	56	CI	7.64	8.51	0	233	1091	2840	11	4	8	28	61	55	1.270117	0.06512995	0.03125
chr3L:2774338:2774486:+@chr3L:2774568:2780677:+	FBgn0044452	34.18002	0.025	1	82	CI	7.8	4.76	0	148	6109	6109	63	60	58	135	130	168	3.575781	0.04740592	0.006802721
chr3R:18290707:18291397:+@chr3R:18291459:18291660:+	FBgn0038972	113.045	0	1	62	CI	2.15	5.82	0	690	201	201	22	24	10	87	141	237	0.7714844	0.0105839	0.01052632
chr3R:14109382:14109613:+@chr3R:14109678:14112346:+	FBgn0038597	25.2793	0.01	1	65	CI	9.63	7.07	0	231	2668	2668	16	8	4	44	43	59	1.167969	0.03482362	0.02040816
chr3R:14078997:14079177:-@chr3R:14079248:14079514:-	FBgn0263738	15.88022	0.135	4	71	RI	-0.73	10.73	0	266	180	612	15	24	13	3	15	35	4.629688	0.2037578	0.125
chr2R:20496458:20496559:+@chr2R:20496613:20496816:+	FBgn0259742	19.8381	0.07	2	54	CI	10.22	4.19	0	101	203	1757	9	11	7	19	25	48	1.995703	0.06791962	0.05263158
chrX:13180049:13180912:+@chrX:13180989:13181774:+	FBgn0030465	26.23191	0.005	NA	77	CI	NA	NA	0	863	785	785	23	19	10	19	50	81	1.930078	0.03328067	NA
chr3L:16224181:16224516:-@chr3L:16224574:16224688:-	FBgn0036580	101.752	0.08	2	58	RI	7.83	3.59	0	114	335	335	4	11	12	11	23	49	2.38125	0.04273929	0.08333333
chr3R:16122819:16124254:+@chr3R:16124318:16124732:+	FBgn0262582	21.83422	0.02	NA	64	CI	NA	NA	0	1435	414	5346	12	8	6	27	70	87	1.276367	0.05788378	NA
chr3L:13964262:13964417:+@chr3L:13964521:13965106:+	FBgn0036389	27.7879	0.045	5	104	CI	7.15	5.39	0	155	585	1646	39	31	18	23	57	70	3.080469	0.0836294	0.03448276
chr2L:2365345:2365728:+@chr2L:2366275:2368213:+	FBgn0261647	14.60881	0.07	1	547	CI	7.93	12.02	0	383	1938	3862	13	22	16	29	30	51	3.577344	0.07794315	0.02040816
chrX:11055816:11056045:+@chrX:11056119:11056230:+	FBgn0030276	33.3502	0.015	5	74	RI	2.93	NA	0	229	111	2584	14	11	1	41	89	125	0.73125	0.03435813	0.02083333
chr3R:7791267:7792008:-@chr3R:7792177:7792461:-	FBgn0260742	89.85076	0.035	3	169	RI	4.46	6.05	0	284	741	1612	58	44	43	4	14	19	17.9875	0.6842423	0.03703704
chrX:9259911:9265571:-@chrX:9265652:9267970:-	FBgn0261260	7.743512	0.065	7	81	CI	10.08	NA	0	2318	5660	13042	12	5	4	26	39	40	2.085938	0.1928474	0.02222222
chr2R:12839510:12839558:+@chr2R:12839657:12840086:+	FBgn0085220	262.0993	0.07	NA	99	CI	NA	NA	0	48	429	429	128	131	118	61	72	149	7.210938	0.05442336	NA
chr3R:6708678:6709209:-@chr3R:6709269:6709636:-	FBgn0037853	32.4526	0.015	2	60	CI	9.79	5.03	0	367	531	1054	13	5	3	16	30	34	1.323242	0.05291978	0.03703704
chr3R:618940:620786:-@chr3R:621459:621545:-	FBgn0260794	25.00102	0.12	NA	673	CI	NA	NA	0	86	1846	8780	24	21	12	4	20	42	5.769531	0.7527205	NA
chr2R:9956350:9956416:-@chr2R:9956722:9956916:-	FBgn0040752	21.98655	0.11	7	306	SEflanking	9.65	9.28	0	194	66	8455	62	22	11	36	54	61	3.541406	0.1767859	0.02
chr2L:21275379:21275656:+@chr2L:21275724:21275806:+	FBgn0032938	31.26872	0.01	6	68	CI	9.1	6.07	0	277	82	7066	30	18	10	74	87	132	1.632031	0.05386189	0.01190476
chrX:13229806:13230412:-@chrX:13231538:13231572:-	FBgn0010198	3021.338	0.025	NA	1126	CI	NA	NA	0	34	606	742	74	45	41	495	434	1073	0.5676758	0.002839038	NA
chr3L:16785749:16786107:-@chr3L:16786176:16786306:-	FBgn0036663	34.25971	0.015	7	69	CI	6.43	5.25	0	130	358	5434	30	13	1	49	97	108	1.167188	0.0780914	0.03225806
chr2R:3235636:3236480:-@chr2R:3248031:3248154:-	FBgn0033159	108.0082	0.11	6	11551	SEflanking	7	9.62	0	123	844	31051	40	31	20	9	7	6	49.75	10.58892	0.1246291
chr2R:15314706:15314826:+@chr2R:15314883:15315123:+	FBgn0012051	39.89202	0.025	7	57	CI	4.46	5.08	0	120	240	3186	9	8	6	26	50	43	1.462891	0.07055821	0.02777778
chr2R:13457027:13458671:+@chr2R:13458739:13458918:+	FBgn0040294	16.9575	0.035	3	68	CI	6.12	10.15	0	1644	179	1088	28	32	6	24	50	65	2.131641	0.05492014	0.02702703
chr2L:18951407:18951537:-@chr2L:18951698:18951837:-	FBgn0032725	249.0912	0	1	161	CI	8.54	6.94	0	139	130	531	5	6	9	93	110	166	0.4289063	0.00588064	0.009615385
chr3R:20953654:20954383:+@chr3R:20954455:20955332:+	FBgn0259152	48.35762	0.02	3	72	CI	10.57	9.59	0	729	877	2422	22	31	16	38	59	75	2.616016	0.06671238	0.02564103
chr2R:8524176:8524495:+@chr2R:8524559:8524776:+	FBgn0011604	74.35042	0.01	1	64	CI	11.78	3.95	0	319	217	3574	44	34	30	106	133	152	2.043359	0.03106796	0.008264463
chr2R:5925685:5926017:-@chr2R:5926086:5926433:-	FBgn0033476	86.40231	0.005	5	69	CI	4.3	5.57	0	347	332	3917	42	28	16	84	171	230	1.33125	0.04414637	0.01123596
chr2R:15327949:15328672:+@chr2R:15328731:15329403:+	FBgn0040273	52.987	0.015	11	59	RI	10.08	3.99	0	723	672	672	38	26	28	59	126	212	1.494922	0.0169369	0.02985075
chr3L:18865268:18865494:-@chr3L:18865551:18865653:-	FBgn0025807	11.52027	0.05	1	57	CI	6.43	0.92	0	102	226	2349	6	4	6	16	31	41	1.381641	0.2374903	0.04166667
chr3L:12000321:12000500:+@chr3L:12000716:12001151:+	FBgn0036240	8.882975	0.06	5	216	CI	4.23	8.23	0	179	435	435	4	4	7	15	13	24	2.263281	0.03179997	0.05
chr3L:16367960:16370110:-@chr3L:16370176:16370338:-	FBgn0036621	18.82861	0.015	2	66	CI	10.67	8.74	0	162	2150	6072	43	27	22	90	117	145	2.053906	0.07228545	0.01020408
chr2R:20672157:20672266:+@chr2R:20672324:20672783:+	FBgn0035065	14.2213	0.025	3	58	RI	9.37	6.49	0	109	459	741	12	13	6	3	22	38	2.609375	0.1208313	0.1666667
chr2R:1654968:1655066:+@chr2R:1655125:1655358:+	FBgn0266580	152.0432	0.035	12	59	RI	5.06	9.78	0	98	233	6704	114	70	31	98	198	270	2.617188	0.08800038	0.007246377
chr3R:18981796:18982215:-@chr3R:18983223:18983432:-	FBgn0004395	25.08888	0.02	2	1008	CI	8.49	11.23	1	209	419	6840	58	28	25	67	161	226	2.068359	0.08533104	0.01538462
chr2R:20663057:20663323:-@chr2R:20663382:20664098:-	FBgn0086908	29.3237	0.01	7	59	CI	9.54	10.66	0	716	266	266	7	3	4	11	37	61	0.9189453	0.02969009	0.06666667
chr3L:16486246:16487040:-@chr3L:16488011:16488368:-	FBgn0260388	48.4823	0.165	1	971	CI	3.12	6.49	0	357	794	2102	26	25	44	2	1	1	262.3	9.033715	0.01960784
chrX:6763294:6765024:+@chrX:6766749:6766954:+	FBgn0263993	15.21507	0.075	2	1725	CI	10.13	NA	0	1730	205	8864	2	1	0	8	12	15	0.7875	0.3703092	0.03571429
chr3L:4279185:4279339:+@chr3L:4279395:4279624:+	FBgn0035523	30.9827	0.01	3	56	CI	5.78	3.41	0	154	229	2190	9	2	6	25	52	71	0.8777344	0.3533321	0.03333333
chr2L:16309292:16309930:-@chr2L:16310000:16310143:-	FBgn0000339	117.2989	0.015	4	70	CI	10.75	5.65	0	143	638	638	30	29	25	51	67	138	2.10625	0.02473452	0.01515152
chr2R:20088271:20088415:+@chr2R:20088474:20089173:+	FBgn0034989	23.7448	0.005	6	59	RI	5.56	7.41	0	144	699	1236	17	16	5	57	103	139	0.8126953	0.02097607	0.015625
chr2L:8412144:8414888:-@chr2L:8414961:8415256:-	FBgn0032042	7.665474	0.16	NA	73	CI	NA	NA	0	295	2744	2744	24	34	35	15	21	28	10.41875	0.1884916	NA
chr3L:16056986:16057099:+@chr3L:16057330:16057417:+	FBgn0005536	41.99409	0.17	6	231	CI	10.44	-3.68	0	113	87	17796	4	5	7	50	81	92	1.102734	0.09378475	0.03703704
chr3R:12827357:12827528:-@chr3R:12827586:12827750:-	FBgn0266917	36.7235	0.05	2	58	RI	8.35	-0.48	0	164	171	2422	49	41	22	30	39	100	3.542188	0.06331266	0.03125
chrX:15601766:15602271:-@chrX:15602347:15603015:-	FBgn0030672	91.94068	0.01	NA	76	RI	NA	NA	0	668	505	2432	28	16	15	41	119	160	1.359375	0.05048943	NA
chr3R:26291772:26292096:+@chr3R:26299756:26299950:+	FBgn0039776	178.078	0.02	1	7660	CI	5.83	8.48	1	324	194	11765	25	29	8	314	448	602	0.5538086	0.03098586	0.003194888
chr3R:1406446:1410400:-@chr3R:1410894:1413173:-	FBgn0037344	23.40146	0.14	2	494	CI	9.11	7.72	0	2279	3954	5377	120	95	28	29	58	96	5.328125	0.1266717	0.03125
chr2R:11901310:11901550:-@chr2R:11901619:11902093:-	FBgn0010590	179.22	0	2	69	CI	8.1	6.3	0	474	240	240	16	30	40	42	63	112	2.999219	0.0107345	0.01923077
chrX:15748890:15749758:-@chrX:15749823:15751856:-	FBgn0002914	75.874	0.02	NA	65	CI	NA	NA	0	2033	868	893	27	21	21	28	46	88	2.598438	0.04073815	NA
chr3R:25859545:25859847:+@chr3R:25859910:25861033:+	FBgn0026597	21.50946	0.03	10	63	CI	6.02	7.19	0	302	1123	1123	12	10	8	30	59	87	1.155273	0.03296622	0.03125
chr2L:4977312:4977685:+@chr2L:4977748:4978567:+	FBgn0031662	62.1049	0.02	1	63	CI	10.13	3.68	1	373	819	819	31	22	14	18	42	37	3.5875	0.05155528	0.04761905
chr3R:27612869:27613460:+@chr3R:27613524:27614032:+	FBgn0005632	39.22958	0.02	NA	64	CI	NA	NA	1	591	508	2879	34	23	15	62	109	124	1.614063	0.0561539	NA
chr2L:22742161:22742364:+@chr2L:22742425:22742502:+	FBgn0041004	111.4529	0.035	6	61	CI	9.27	5.66	0	203	77	4848	21	11	12	63	96	169	1.144727	0.02993957	0.01315789
chr3R:5239445:5240917:+@chr3R:5241152:5242214:+	FBgn0011740	10.6867	0.02	3	235	CI	7.36	6.45	0	1472	1062	1834	13	10	4	15	21	58	1.834375	0.06591476	0.05555556
chrX:21846063:21847144:+@chrX:21847611:21847819:+	FBgn0031183	21.25251	0.19	1	467	CI	10.75	NA	0	1081	208	2033	21	11	13	9	28	48	3.052734	0.06353474	0.07692308
chr3L:15578904:15579694:-@chr3L:15580105:15580696:-	FBgn0036516	51.0988	0.045	2	411	CI	5.94	-5.45	0	591	790	1163	18	33	10	16	25	53	3.222656	0.05930913	0.03571429
chr2L:10225279:10225432:-@chr2L:10225504:10225811:-	FBgn0032196	103.1048	0	2	72	CI	11.08	13.5	0	307	153	975	49	30	30	70	98	190	1.85625	0.02071352	0.01190476
chr3L:19608110:19609022:-@chr3L:19609117:19609579:-	FBgn0260655	22.65952	0.02	5	95	CI	8.62	7.76	0	462	912	2495	25	18	17	20	57	65	2.751563	0.08659715	0.04166667
chr3L:9441488:9441939:+@chr3L:9442001:9442728:+	FBgn0035995	27.47888	0.01	2	62	CI	9.25	7.47	0	451	727	1884	17	5	4	15	62	98	1.123047	0.0429779	0.05
chr2L:18543262:18543715:-@chr2L:18546525:18547044:-	FBgn0085370	38.5196	0.04	2	2810	CI	9.22	10.65	0	519	453	11690	2	0	2	2	9	7	2.93125	0.3186681	0.25
chr3R:18197948:18198104:+@chr3R:18198191:18198468:+	FBgn0003178	244.788	0	3	87	CI	7.65	5.97	0	156	277	277	104	69	51	247	332	531	1.193555	0.008704509	0.003436426
chr3L:20147304:20147648:-@chr3L:20147711:20147938:-	FBgn0261556	13.63192	0.015	10	63	CI	10.47	5.84	0	227	344	4934	16	5	8	20	51	64	1.707813	0.08401076	0.04545455
chr3L:9411944:9412099:-@chr3L:9412195:9412371:-	FBgn0035989	15.97796	0.045	NA	96	CI	NA	NA	0	176	155	5403	35	25	18	18	32	40	5.283594	0.3545164	NA
chr2R:11811279:11811514:-@chr2R:11811584:11812368:-	FBgn0034049	45.16162	0.005	6	70	CI	10.03	11.53	0	784	235	969	18	8	9	59	131	197	0.6539063	0.02336415	0.015625
chr2L:8404005:8405779:+@chr2L:8405916:8406286:+	FBgn0020497	80.8747	0.01	2	137	CI	8.69	9.58	0	1774	370	2937	88	79	38	163	258	295	1.841016	0.03843615	0.00625
chr2L:11095150:11095877:-@chr2L:11095953:11096475:-	FBgn0032340	42.2593	0.01	9	76	CI	8.7	10.96	0	522	727	727	21	19	14	30	86	126	1.455078	0.02152814	0.02631579
chr3L:9480525:9480652:-@chr3L:9480721:9480890:-	FBgn0036005	24.0627	0.03	1	69	CI	8.7	8.35	0	169	127	1104	4	12	12	12	27	55	2.231641	0.0514334	0.04761905
chr3L:11769276:11769367:-@chr3L:11769430:11769626:-	FBgn0015278	12.53038	0.02	13	63	CI	5.83	4.22	0	196	91	1617	3	0	1	18	32	47	0.3020508	0.01642722	0.04545455
chrX:2044140:2045185:-@chrX:2045305:2045495:-	FBgn0004655	24.78664	0.04	NA	120	CI	NA	NA	0	190	1045	1216	49	40	31	25	71	126	3.010156	0.04547042	NA
chr2R:4508236:4508465:+@chr2R:4508535:4508632:+	FBgn0033313	25.4626	0.01	10	70	CI	10.36	7.32	0	229	97	4173	14	3	2	24	45	58	1.014258	0.1333782	0.03846154
chr2R:19619560:19619743:+@chr2R:19619916:19620026:+	FBgn0034897	18.55844	0.075	8	173	RI	10.77	0.87	0	183	110	2453	10	21	9	2	8	29	5.109375	0.1879063	0.1666667
chr2R:7272248:7272947:-@chr2R:7273061:7274101:-	FBgn0082585	6.37735	0.035	4	114	CI	6.86	6.74	0	1040	699	699	17	6	3	14	33	48	1.309961	0.03918944	0.0625
chr2R:17998051:17998443:-@chr2R:17998833:17999014:-	FBgn0243516	26.23018	0.07	4	390	SEflanking	9.72	4.54	0	181	392	4831	35	53	26	14	58	93	4.378906	0.1117597	0.02325581
chr3L:10216968:10217337:-@chr3L:10217960:10218340:-	FBgn0052056	76.5521	0.05	1	623	CI	7.77	6.94	1	380	369	3754	16	12	12	47	68	91	1.504297	0.07912688	0.04918033
chr3R:26183972:26184160:+@chr3R:26185695:26185783:+	FBgn0010113	9.978538	0.195	3	1535	CI	10.03	9.48	0	188	88	12409	20	9	12	15	30	44	4.278906	0.3848751	0.05263158
chrX:18284589:18284965:-@chrX:18285031:18285999:-	FBgn0052549	24.83218	0.01	8	66	CI	9.07	NA	0	968	376	434	4	3	0	6	13	9	0.9226563	0.1386347	0.07142857
chr2L:1176942:1177191:+@chr2L:1177256:1177589:+	FBgn0031318	60.8476	0.02	11	65	CI	8.77	6.34	0	249	333	333	27	19	17	8	16	33	5.14375	0.07591979	0.03333333
chrX:19522936:19523124:-@chrX:19523183:19523393:-	FBgn0087008	19.86668	0.02	10	59	RI	11.37	NA	0	210	188	2543	39	31	15	32	64	69	2.822656	0.06905375	0.02777778
chr3L:3722156:3722522:-@chr3L:3722860:3723105:-	FBgn0052264	11.08571	0.025	7	338	SEflanking	6.49	8.49	0	245	366	7696	2	3	2	13	19	36	1.095508	0.1240984	0.06666667
chr2L:4837235:4837533:-@chr2L:4837602:4837779:-	FBgn0031635	25.4533	0.035	NA	69	CI	NA	NA	0	177	298	2198	14	14	5	13	37	63	1.858594	0.07522576	NA
chrX:7183778:7184428:-@chrX:7184599:7184710:-	FBgn0025549	24.573	0.005	2	171	CI	9.27	NA	0	111	650	2028	22	6	9	34	85	87	1.203125	0.04221185	0.02173913
chr3L:16620022:16620292:-@chr3L:16620602:16621188:-	FBgn0000017	154.5438	0.19	5	310	RI	8.56	10.99	0	586	270	11326	7	18	8	3	5	8	13.5875	2.103007	0.1428571
