study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_name	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy	sample_title
PRJEB12982	SAMEA3892029	ERS1079163	ERX1513231	ERR1442854	7955	Danio rerio	Illumina HiSeq 2500	16564990	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442854/ERR1442854_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442854/ERR1442854_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442854/ERR1442854_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442854/ERR1442854_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#24.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#24.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#24.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#24.cram.crai	ZMP_phenotype_119_D
PRJEB12982	SAMEA3892030	ERS1079164	ERX1513232	ERR1442855	7955	Danio rerio	Illumina HiSeq 2500	16564907	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442855/ERR1442855_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442855/ERR1442855_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442855/ERR1442855_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442855/ERR1442855_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#25.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#25.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#25.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#25.cram.crai	ZMP_phenotype_119_E
PRJEB12982	SAMEA3892031	ERS1079165	ERX1513233	ERR1442856	7955	Danio rerio	Illumina HiSeq 2500	16564919	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442856/ERR1442856_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442856/ERR1442856_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442856/ERR1442856_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442856/ERR1442856_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#26.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#26.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#26.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#26.cram.crai	ZMP_phenotype_120_A
PRJEB12982	SAMEA3892032	ERS1079166	ERX1513234	ERR1442857	7955	Danio rerio	Illumina HiSeq 2500	16564931	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442857/ERR1442857_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442857/ERR1442857_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442857/ERR1442857_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442857/ERR1442857_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#27.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#27.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#27.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#27.cram.crai	ZMP_phenotype_120_B
PRJEB12982	SAMEA3892034	ERS1079168	ERX1513235	ERR1442858	7955	Danio rerio	Illumina HiSeq 2500	16564943	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442858/ERR1442858_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442858/ERR1442858_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442858/ERR1442858_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442858/ERR1442858_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#28.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#28.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#28.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#28.cram.crai	ZMP_phenotype_120_C
PRJEB12982	SAMEA3892035	ERS1079169	ERX1513236	ERR1442859	7955	Danio rerio	Illumina HiSeq 2500	16564955	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442859/ERR1442859_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442859/ERR1442859_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442859/ERR1442859_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442859/ERR1442859_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#29.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#29.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#29.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#29.cram.crai	ZMP_phenotype_120_D
PRJEB12982	SAMEA3892036	ERS1079170	ERX1513237	ERR1442860	7955	Danio rerio	Illumina HiSeq 2500	16564967	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442860/ERR1442860_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442860/ERR1442860_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442860/ERR1442860_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442860/ERR1442860_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#30.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#30.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#30.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#30.cram.crai	ZMP_phenotype_120_E
PRJEB12982	SAMEA3892037	ERS1079171	ERX1513238	ERR1442861	7955	Danio rerio	Illumina HiSeq 2500	16564979	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442861/ERR1442861_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442861/ERR1442861_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442861/ERR1442861_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442861/ERR1442861_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#31.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#31.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#31.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#31.cram.crai	ZMP_phenotype_121_A
PRJEB12982	SAMEA3892038	ERS1079172	ERX1513239	ERR1442862	7955	Danio rerio	Illumina HiSeq 2500	16564991	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442862/ERR1442862_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442862/ERR1442862_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442862/ERR1442862_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442862/ERR1442862_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#32.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#32.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#32.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#32.cram.crai	ZMP_phenotype_121_B
PRJEB12982	SAMEA3892040	ERS1079174	ERX1513240	ERR1442863	7955	Danio rerio	Illumina HiSeq 2500	16564908	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442863/ERR1442863_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442863/ERR1442863_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442863/ERR1442863_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442863/ERR1442863_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#33.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#33.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#33.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#33.cram.crai	ZMP_phenotype_121_C
PRJEB12982	SAMEA3892041	ERS1079175	ERX1513241	ERR1442864	7955	Danio rerio	Illumina HiSeq 2500	16564920	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442864/ERR1442864_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442864/ERR1442864_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442864/ERR1442864_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442864/ERR1442864_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#34.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#34.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#34.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#34.cram.crai	ZMP_phenotype_121_D
PRJEB12982	SAMEA3892042	ERS1079176	ERX1513242	ERR1442865	7955	Danio rerio	Illumina HiSeq 2500	16564932	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442865/ERR1442865_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442865/ERR1442865_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442865/ERR1442865_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442865/ERR1442865_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#35.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#35.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#35.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#35.cram.crai	ZMP_phenotype_121_E
PRJEB12982	SAMEA3892044	ERS1079178	ERX1513243	ERR1442866	7955	Danio rerio	Illumina HiSeq 2500	16564944	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442866/ERR1442866_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442866/ERR1442866_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442866/ERR1442866_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442866/ERR1442866_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#36.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#36.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#36.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#36.cram.crai	ZMP_phenotype_122_A
PRJEB12982	SAMEA3892045	ERS1079179	ERX1513244	ERR1442867	7955	Danio rerio	Illumina HiSeq 2500	16564956	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442867/ERR1442867_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442867/ERR1442867_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442867/ERR1442867_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442867/ERR1442867_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#37.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#37.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#37.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#37.cram.crai	ZMP_phenotype_122_B
PRJEB12982	SAMEA3892046	ERS1079180	ERX1513245	ERR1442868	7955	Danio rerio	Illumina HiSeq 2500	16564968	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442868/ERR1442868_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442868/ERR1442868_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442868/ERR1442868_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442868/ERR1442868_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#38.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#38.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#38.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#38.cram.crai	ZMP_phenotype_122_C
PRJEB12982	SAMEA3892047	ERS1079181	ERX1513246	ERR1442869	7955	Danio rerio	Illumina HiSeq 2500	16564980	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442869/ERR1442869_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442869/ERR1442869_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442869/ERR1442869_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442869/ERR1442869_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#39.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#39.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#39.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#39.cram.crai	ZMP_phenotype_122_D
PRJEB12982	SAMEA3892049	ERS1079183	ERX1513247	ERR1442870	7955	Danio rerio	Illumina HiSeq 2500	16564992	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442870/ERR1442870_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442870/ERR1442870_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442870/ERR1442870_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442870/ERR1442870_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#40.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#40.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#40.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#40.cram.crai	ZMP_phenotype_122_F
PRJEB12982	SAMEA3892050	ERS1079184	ERX1513248	ERR1442871	7955	Danio rerio	Illumina HiSeq 2500	16564909	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442871/ERR1442871_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442871/ERR1442871_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442871/ERR1442871_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442871/ERR1442871_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#41.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#41.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#41.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#41.cram.crai	ZMP_phenotype_123_B
PRJEB12982	SAMEA3892051	ERS1079185	ERX1513249	ERR1442872	7955	Danio rerio	Illumina HiSeq 2500	16564921	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442872/ERR1442872_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442872/ERR1442872_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442872/ERR1442872_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/002/ERR1442872/ERR1442872_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#42.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#42.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#42.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#42.cram.crai	ZMP_phenotype_123_C
PRJEB12982	SAMEA3892052	ERS1079186	ERX1513250	ERR1442873	7955	Danio rerio	Illumina HiSeq 2500	16564933	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442873/ERR1442873_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442873/ERR1442873_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442873/ERR1442873_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/003/ERR1442873/ERR1442873_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#43.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#43.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#43.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#43.cram.crai	ZMP_phenotype_123_D
PRJEB12982	SAMEA3892054	ERS1079188	ERX1513251	ERR1442874	7955	Danio rerio	Illumina HiSeq 2500	16564945	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442874/ERR1442874_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442874/ERR1442874_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442874/ERR1442874_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/004/ERR1442874/ERR1442874_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#44.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#44.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#44.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#44.cram.crai	ZMP_phenotype_123_F
PRJEB12982	SAMEA3892055	ERS1079189	ERX1513252	ERR1442875	7955	Danio rerio	Illumina HiSeq 2500	16564957	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442875/ERR1442875_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442875/ERR1442875_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442875/ERR1442875_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/005/ERR1442875/ERR1442875_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#45.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#45.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#45.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#45.cram.crai	ZMP_phenotype_123_G
PRJEB12982	SAMEA3892056	ERS1079190	ERX1513253	ERR1442876	7955	Danio rerio	Illumina HiSeq 2500	16564969	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442876/ERR1442876_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442876/ERR1442876_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442876/ERR1442876_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/006/ERR1442876/ERR1442876_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#46.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#46.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#46.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#46.cram.crai	ZMP_phenotype_124_B
PRJEB12982	SAMEA3892057	ERS1079191	ERX1513254	ERR1442877	7955	Danio rerio	Illumina HiSeq 2500	16564981	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442877/ERR1442877_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442877/ERR1442877_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442877/ERR1442877_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/007/ERR1442877/ERR1442877_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#47.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#47.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#47.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#47.cram.crai	ZMP_phenotype_124_C
PRJEB12982	SAMEA3892058	ERS1079192	ERX1513255	ERR1442878	7955	Danio rerio	Illumina HiSeq 2500	16564993	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442878/ERR1442878_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442878/ERR1442878_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442878/ERR1442878_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/008/ERR1442878/ERR1442878_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#48.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#48.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#48.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#48.cram.crai	ZMP_phenotype_124_D
PRJEB12982	SAMEA3892060	ERS1079194	ERX1513256	ERR1442879	7955	Danio rerio	Illumina HiSeq 2500	16564910	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442879/ERR1442879_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442879/ERR1442879_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442879/ERR1442879_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/009/ERR1442879/ERR1442879_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#49.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#49.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#49.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#49.cram.crai	ZMP_phenotype_124_E
PRJEB12982	SAMEA3892061	ERS1079195	ERX1513257	ERR1442880	7955	Danio rerio	Illumina HiSeq 2500	16564922	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442880/ERR1442880_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442880/ERR1442880_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442880/ERR1442880_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/000/ERR1442880/ERR1442880_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#50.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#50.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#50.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#50.cram.crai	ZMP_phenotype_124_F
PRJEB12982	SAMEA3892063	ERS1079197	ERX1513258	ERR1442881	7955	Danio rerio	Illumina HiSeq 2500	16564934	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442881/ERR1442881_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442881/ERR1442881_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442881/ERR1442881_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR144/001/ERR1442881/ERR1442881_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#51.cram	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#51.cram			ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#51.cram.crai	ftp.sra.ebi.ac.uk/vol1/ERA648/ERA648700/cram/19912_2#51.cram.crai	ZMP_phenotype_125_B
